,main_body_mid,main_body_uid,发布时间,处理内容,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,4541037249300088,3565390632,20年08月23日 10:55,很明显就是告知这个未婚妻让她重新审视一下这个人啊？？？？重新选择啊？？？？虐待动物的人心里能善良到何处去,4541038213997492,18,81,很明显就是告知这个未婚妻让她重新审视一下这个人啊？？？？重新选择啊？？？？虐待动物的人心里能善良到何处去,2915389581,YABcD_EfG,https://weibo.com/u/2915389581,,其他,f,69,353,131,32,0,24,56,
1,4541037249300088,3565390632,20年08月23日 11:09,说不是喷的那是没见过这些吧 ,4541041715186920,3,11,说不是喷的那是没见过这些吧 http://t.cn/A6UDzPtz,2907060865,yellow7-,https://weibo.com/u/2907060865,Stay hungry.,福建,f,586,422,1198,"3,466",33,"5,851","9,350",
2,4541037249300088,3565390632,20年08月23日 11:09,图片评论 ,4541041757392592,2,5,图片评论 http://t.cn/A6UDzhzk,2907060865,yellow7-,https://weibo.com/u/2907060865,Stay hungry.,福建,f,586,422,1198,"3,466",33,"5,851","9,350",
3,4541037249300088,3565390632,20年08月23日 11:21,保护,4541044673480171,1,3,保护,3625403144,林北简直了_,https://weibo.com/u/3625403144,余生那么长忠于自己，活得还像自己,福建 泉州,m,810,450,141,206,0,407,613,
4,4541037249300088,3565390632,20年08月23日 11:15,"微博脑残太多，你就是把道理讲通了这些人也是蠢得听不懂的<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />",4541043213605612,1,3,微博脑残太多，你就是把道理讲通了这些人也是蠢得听不懂的[嘻嘻],3795717104,宇宙无敌暴龙法师,https://weibo.com/u/3795717104,事已至此 先吃饭吧,四川,m,298,251,98,316,0,191,507,
5,4541037249300088,3565390632,20年08月23日 16:22,保护潇鸽,4541120422613539,1,1,保护潇鸽,5624788054,DeKu_Yui,https://weibo.com/u/5624788054,,江苏 南京,m,265,356,221,200,2,130,332,
6,4541037249300088,3565390632,20年08月23日 13:27,"潇哥这比喻<img alt=""[作揖]"" title=""[作揖]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e7/2018new_zuoyi_org.png"" />那些喷子估计前额没长好<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" /><img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" /><img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",4541076532368759,1,2,潇哥这比喻[作揖]那些喷子估计前额没长好[doge][doge][doge],3829533598,Dder3,https://weibo.com/u/3829533598,👀,其他,f,455,89,88,411,8,"1,133","1,552",
7,4541037249300088,3565390632,20年08月23日 11:44,"指向都这么明确了<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />还有人来交智商税吗 很明显说的是那些把学校和这个人渣无脑捆绑后一通乱喷的的人....仿佛手握正义的尚方宝剑气势汹汹上来一顿杠的样子真的很可怜又可笑",4541050461356619,0,5,指向都这么明确了[允悲]还有人来交智商税吗 很明显说的是那些把学校和这个人渣无脑捆绑后一通乱喷的的人....仿佛手握正义的尚方宝剑气势汹汹上来一顿杠的样子真的很可怜又可笑,3565390632,Deprogramming,https://weibo.com/u/3565390632,Less is More.,四川 成都,m,352,515,1953,"1,642",91,"2,559","4,292",
8,4541037249300088,3565390632,20年08月23日 22:28,微博太多刷存在感的了，和他们讲理纯粹浪费精力,4541212490739261,1,0,微博太多刷存在感的了，和他们讲理纯粹浪费精力,5583929471,BreakaLeg2-4,https://weibo.com/u/5583929471,,海外,m,92,87,18,30,0,88,118,
9,4541037249300088,3565390632,20年08月23日 12:02,微博的戾气真的太重,4541054973380334,0,1,微博的戾气真的太重,6618460395,惟-心安,https://weibo.com/u/6618460395,理想现实主义,福建,m,104,240,974,939,4,"1,560","2,503",
10,4541037249300088,3565390632,20年08月23日 12:17,如果能把很多人口中说的“重新审视”作为一种考量录入大学入学标准里，那这自然是大家都期待的一种理想的解决方案，这也许也是以后教育审查发展的一个方向，如果我们还能用舆论推动这方面发展那肯定是极好的，这也是大部分清醒的人发声的原因，但很多人其实是打着“希望重新审视”的旗号在无脑喷和黑..,4541058841840589,0,3,如果能把很多人口中说的“重新审视”作为一种考量录入大学入学标准里，那这自然是大家都期待的一种理想的解决方案，这也许也是以后教育审查发展的一个方向，如果我们还能用舆论推动这方面发展那肯定是极好的，这也是大部分清醒的人发声的原因，但很多人其实是打着“希望重新审视”的旗号在无脑喷和黑..,3565390632,Deprogramming,https://weibo.com/u/3565390632,Less is More.,四川 成都,m,352,515,1953,"1,642",91,"2,559","4,292",
11,4541037249300088,3565390632,20年08月23日 11:24,网络上，总有那么一些浑水摸鱼挑事的，大多数人还是明事理的。,4541045368685968,1,2,网络上，总有那么一些浑水摸鱼挑事的，大多数人还是明事理的。,5951551830,剔了刺的鱼,https://weibo.com/u/5951551830,,山东,f,97,97,467,691,23,"3,521","4,235",
12,4541037249300088,3565390632,20年08月23日 10:51,"你好，你感兴趣的“福州大学”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; <a target=""_blank"" href=""https://weibo.com/p/10080878cfd6712973070dbb9882dae03763b9""><img class=""icon-link"" title=""#福州大学[超话]#"" src=""https://h5.sinaimg.cn/upload/100/959/2020/05/09/timeline_card_small_super_default.png""/>福州大学超话</a>",4541037253755618,0,0,你好，你感兴趣的“福州大学”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> #福州大学[超话]#,5878659096,超话社区,https://weibo.com/u/5878659096,,北京,m,237743428,1720,27049,"2,912,007","5,990,621","57,353,772","66,256,400",超话社区官方微博
13,4541037249300088,3565390632,20年08月23日 10:54,不是喷，就是让这个大学不要录取。,4541037890774297,0,11,不是喷，就是让这个大学不要录取。,2961629290,炒面炒粉本当上手,https://weibo.com/u/2961629290,翻篇翻不了啊也,其他,f,383,633,530,"1,884",6,"4,485","6,375",
14,4541037249300088,3565390632,20年08月23日 16:38,说句实话你这个比喻是不对等的，所以根本没得比，未婚妻是他们两个人的关系，学校是一个公共的，喷的这我没有去洗，对比方式不对而已,4541124377314310,0,0,说句实话你这个比喻是不对等的，所以根本没得比，未婚妻是他们两个人的关系，学校是一个公共的，喷的这我没有去洗，对比方式不对而已,5484373277,自己淋雨就好,https://weibo.com/u/5484373277,看到這裡您不要命啦,其他,f,118555,1082,477,"3,419","1,103","10,482","15,004",
15,4541037249300088,3565390632,20年08月23日 11:10,"<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />明白人。",4541041941676207,0,1,[doge]明白人。,5685278032,正前方啰酥酥的酸奶瓶,https://weibo.com/u/5685278032,志不求易，事不避难。一蓑烟雨任平生,其他,f,154,530,1287,980,9,371,"1,360",
16,4541037249300088,3565390632,20年08月23日 11:58,"<a href=""//s.weibo.com/weibo?q=%23%E5%87%86%E7%A0%94%E7%A9%B6%E7%94%9F%E5%80%9F%E5%AE%BF%E6%9C%8B%E5%8F%8B%E5%AE%B6%E8%99%90%E7%8B%97%E8%87%B4%E9%87%8D%E4%BC%A4%23"" target=""_blank"">#准研究生借宿朋友家虐狗致重伤#</a> 都来这个热搜，别被营销号影响",4541053992968929,0,0,#准研究生借宿朋友家虐狗致重伤# 都来这个热搜，别被营销号影响,6902028717,蒜蓉HG,https://weibo.com/u/6902028717,迪嘠,其他,m,10,177,395,125,4,359,488,
17,4541037249300088,3565390632,20年08月23日 11:23,"这个比喻感觉他未婚妻真的很危险啊！<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",4541045256488008,0,0,这个比喻感觉他未婚妻真的很危险啊！[允悲],7402898960,考公上岸了好开心啊,https://weibo.com/u/7402898960,热爱生活,其他,f,32,271,124,1,0,3,4,
