,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,5037260066524172,7544478315,24年05月23日 18:55,"哈哈哈哈又不是第一次了，之前学院有女生被偷拍也被捂嘴了<img alt=""[馋嘴]"" title=""[馋嘴]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fa/2018new_chanzui_org.png"" />还威胁人家为了学院和学校的脸面不准宣传捏<img alt=""[馋嘴]"" title=""[馋嘴]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fa/2018new_chanzui_org.png"" />",来自福建,5037267984319434,7,64,哈哈哈哈又不是第一次了，之前学院有女生被偷拍也被捂嘴了[馋嘴]还威胁人家为了学院和学校的脸面不准宣传捏[馋嘴],7864685874,奶牛猫不是寄吧猫,https://weibo.com/u/7864685874,bgb人，不吃腐 登录较少回复可能不及时   📖：重生之我还是奶牛猫,贵州,f,843,48,90,"1,387",226,"5,366","6,979",
1,5037260066524172,7544478315,24年05月23日 18:32,"本校的在这里 要不是中午我朋友给我发那个截图我都不知道发生这种乱七八糟事了<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /> 但是我们学校挺多学院的辅导员确实都挺不受待见的 但是经管辅导员对这次事件的处理尤其逆天 简直闻所未闻",来自福建,5037262209812612,23,716,本校的在这里 要不是中午我朋友给我发那个截图我都不知道发生这种乱七八糟事了[允悲] 但是我们学校挺多学院的辅导员确实都挺不受待见的 但是经管辅导员对这次事件的处理尤其逆天 简直闻所未闻,6354794964,25__aa,https://weibo.com/u/6354794964,这个人好蠢 大家没事可以来骂一骂它,福建,m,1,17,22,5,0,3,8,
2,5037260066524172,7544478315,24年05月23日 19:33,"我就是福州大学的，我证明福州大学很多辅导员都这样，特别是那种中年老男人，官味特别重，处理事情拖半天，人都找不到，经常出尔反尔，对学生特别不负责任，还喜欢八卦学生私人情况，对学生评头论足，更有甚者喜欢在年级里培养自己的小团体帮忙监视学生，在很多评优评先上都偏袒自己喜欢的学生<img alt=""[微笑]"" title=""[微笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e3/2018new_weixioa02_org.png"" />",来自福建,5037277606841265,20,555,我就是福州大学的，我证明福州大学很多辅导员都这样，特别是那种中年老男人，官味特别重，处理事情拖半天，人都找不到，经常出尔反尔，对学生特别不负责任，还喜欢八卦学生私人情况，对学生评头论足，更有甚者喜欢在年级里培养自己的小团体帮忙监视学生，在很多评优评先上都偏袒自己喜欢的学生[微笑],5322019682,一只可愛的余,https://weibo.com/u/5322019682,我愛學習，學習愛我,福建,m,51,102,8,2,0,18,20,
3,5037260066524172,7544478315,24年05月23日 18:48,犯罪了就是犯罪了 和什么家境贫寒有什么关系我请问 请不要用毫无关联的东西开脱和转移注意力 请校方正视这件事 请校方正视这件事 还受害者应有的公道,来自四川,5037266137256223,2,489,犯罪了就是犯罪了 和什么家境贫寒有什么关系我请问 请不要用毫无关联的东西开脱和转移注意力 请校方正视这件事 请校方正视这件事 还受害者应有的公道,7857592245,黄桃纸罐头,https://weibo.com/u/7857592245,做世界的睁眼玩家,福建,f,6,45,412,265,7,690,962,
4,5037260066524172,7544478315,24年05月23日 18:35,现在这些问题缕缕出现,来自山西,5037262892699666,2,26,现在这些问题缕缕出现,5909214059,茉莉方糕莎头,https://weibo.com/u/5909214059,喜欢的体育运动员：孙颖莎/王楚钦（莎头组合）  喜欢的演员：杨紫（剧粉） 喜欢综合格斗运动员：张伟丽 注明：美好青春陪伴，理智追，远离智障⭕,四川,f,119730,5186,13635,"443,514","27,408","973,752","1,444,674",刀诗摄影 美妆师 体育博主 超话创作官（阳光信用超话） 微博原创视频博主
5,5037260066524172,7544478315,24年05月23日 18:26,无语了,来自江西,5037260561717433,0,3,无语了,7734742706,甜唯命,https://weibo.com/u/7734742706,超话粉丝钻咖（柳智敏超话）,其他,f,21680,1044,9091,"111,108","295,621","248,373","655,102",北京理工大学
6,5037260066524172,7544478315,24年05月23日 18:44,"我就是本校的，学校领导就喜欢这样大事化了<img alt=""[哇]"" title=""[哇]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/3d/2022_wow_org.png"" /><img alt=""[哇]"" title=""[哇]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/3d/2022_wow_org.png"" />干什么什么不行删评捂嘴最在行<img alt=""[哇]"" title=""[哇]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/3d/2022_wow_org.png"" /><img alt=""[哇]"" title=""[哇]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/3d/2022_wow_org.png"" />",来自福建,5037265108340626,1,22,我就是本校的，学校领导就喜欢这样大事化了[哇][哇]干什么什么不行删评捂嘴最在行[哇][哇],7534419227,给鲨鱼恰,https://weibo.com/u/7534419227,正常人一个，不回你私信就是不太愿意不好意思,其他,f,2,88,392,186,2,845,"1,033",
7,5037260066524172,7544478315,24年05月23日 18:48,必须严肃处理，支持维权！,来自福建,5037266186272949,0,5,必须严肃处理，支持维权！,6537569627,木屿要长高,https://weibo.com/u/6537569627,无爱者永远自由 那就真诚炙热的去取悦自己,福建 三明,f,5,107,28,0,0,13,13,
8,5037260066524172,7544478315,24年05月23日 18:24,"<img alt=""[抱一抱]"" title=""[抱一抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/af/2020_hug_org.png"" />",来自黑龙江,5037260204149947,0,4,[抱一抱],5058728546,科技小宇,https://weibo.com/u/5058728546,谁的青春不迷茫 谁的大腿不怕凉 v：edc88vip,其他,m,6122148,1024,4150,"368,649","400,333","1,676,950","2,445,932",数码博主 微博原创视频博主 头条文章作者
9,5037260066524172,7544478315,24年05月23日 18:50,"福州大专是这样的<img alt=""[裂开]"" title=""[裂开]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/1b/202011_liekai_org.png"" />都是本着大事化小，小事化了，人家只管自己受不受影响哪里管你学生死活",来自福建,5037266751455522,1,4,福州大专是这样的[裂开]都是本着大事化小，小事化了，人家只管自己受不受影响哪里管你学生死活,5482338808,近道通,https://weibo.com/u/5482338808,,其他,m,4,14,12,0,0,16,16,
10,5037260066524172,7544478315,24年05月23日 18:51,"很对导都是，大事化小小事化了，尽量不给自己找事<img alt=""[裂开]"" title=""[裂开]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/1b/202011_liekai_org.png"" />，不然会影响自己前途",来自陕西,5037267012290964,0,3,很对导都是，大事化小小事化了，尽量不给自己找事[裂开]，不然会影响自己前途,7748455786,澄橙mini,https://weibo.com/u/7748455786,敲敲敲级爱❤️ 迪丽热巴💓美神 & 张佳宁🔔可爱喵喵,其他,f,13,213,242,142,2,253,397,
11,5037260066524172,7544478315,24年05月23日 18:43,"大事化小小事化了<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />",来自福建,5037264912783133,0,1,大事化小小事化了[嘻嘻],5646462124,卟叭-,https://weibo.com/u/5646462124,？？,澳门,f,70,195,25,6,0,0,6,
12,5037260066524172,7544478315,24年05月23日 18:48,学校就喜欢删表白墙删评捂嘴，终于翻车了,来自福建,5037266105537170,0,32,学校就喜欢删表白墙删评捂嘴，终于翻车了,6327308850,两只跑得快,https://weibo.com/u/6327308850,路人甲旁边的张三,福建 福州,m,5,61,498,162,11,13,186,
13,5037260066524172,7544478315,24年05月23日 18:32,表白墙说看过什么行政书了，核实才发出来的，是真的,来自福建,5037262140084362,0,6,表白墙说看过什么行政书了，核实才发出来的，是真的,7756760228,没空睡觉33,https://weibo.com/u/7756760228,,其他,m,1,53,1,0,0,5,5,
14,5037260066524172,7544478315,24年05月23日 18:37,简直不要太恶心,来自广东,5037263362982151,0,2,简直不要太恶心,7914382223,茯苓糕云片糕,https://weibo.com/u/7914382223,,其他,f,5,17,4,0,0,4,4,
15,5037260066524172,7544478315,24年05月23日 19:17,"高校都这样<img alt=""[拜拜]"" title=""[拜拜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fd/2018new_baibai_org.png"" />大事化小  小事化无<img alt=""[拜拜]"" title=""[拜拜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fd/2018new_baibai_org.png"" />  我们学校有的事我都不想说  发出来都得被请去喝茶<img alt=""[馋嘴]"" title=""[馋嘴]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fa/2018new_chanzui_org.png"" />",来自福建,5037273467064387,0,17,高校都这样[拜拜]大事化小  小事化无[拜拜]  我们学校有的事我都不想说  发出来都得被请去喝茶[馋嘴],5350160409,望安安-,https://weibo.com/u/5350160409,镇魂,福建,f,31,257,239,"1,211",8,"5,298","6,517",
16,5037260066524172,7544478315,24年05月23日 19:40,经管辅导员都挺、。嗯,来自福建,5037279325981193,0,7,经管辅导员都挺、。嗯,7418346462,fortunellahindsii,https://weibo.com/u/7418346462,应该为一切成为风🍃,其他,f,246,338,137,855,107,"3,178","4,140",
17,5037260066524172,7544478315,24年05月23日 18:54,我是校友，应该是真的，表白墙之前没被删的时候说和警方核实过,来自福建,5037267779324855,0,15,我是校友，应该是真的，表白墙之前没被删的时候说和警方核实过,5932391093,浸育,https://weibo.com/u/5932391093,微博不常看，看到私信和评论会尽快回复,其他,f,43,520,16,16,0,14,30,
