,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,5037456718038951,5124879782,24年05月24日 12:59,大学有次听思想教育活动，一个行政老师讲述他遇到的事：由于学校浴室男女生虽然分开，但是有一间相邻的男女隔间就在对方隔壁，有一个男生故意去洗这一间偷拍旁边女生洗澡，立刻被女生发现把手机抢走了。女生去反映（我忘了是给学校反映还是报警了）学校这边都是劝女生原谅,来自陕西,5037540757995584,3,79,大学有次听思想教育活动，一个行政老师讲述他遇到的事：由于学校浴室男女生虽然分开，但是有一间相邻的男女隔间就在对方隔壁，有一个男生故意去洗这一间偷拍旁边女生洗澡，立刻被女生发现把手机抢走了。女生去反映（我忘了是给学校反映还是报警了）学校这边都是劝女生原谅,2914546821,_SummerSolstice,https://weibo.com/u/2914546821,拼🧩,海外,f,136,406,220,284,22,267,573,
1,5037456718038951,5124879782,24年05月24日 11:19,离谱,来自湖南,5037515470015415,0,14,离谱,7428921615,乐小菓的兮时光,https://weibo.com/u/7428921615,大禹海棠💕,湖南,f,11488,1837,1484,"28,345",152,"29,961","58,458",超话粉丝大咖（丁禹兮超话） 微博剪辑视频博主
2,5037456718038951,5124879782,24年05月24日 16:07,"大学都是这样处理舆情的，我当时在网上抱怨学校被领导约谈，她明确告诉我所有高校都有舆情监控，他们处理问题都是解决提出问题的人<img alt=""[微笑]"" title=""[微笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e3/2018new_weixioa02_org.png"" />",来自河北,5037588148914525,1,28,大学都是这样处理舆情的，我当时在网上抱怨学校被领导约谈，她明确告诉我所有高校都有舆情监控，他们处理问题都是解决提出问题的人[微笑],2794991865,明子壺,https://weibo.com/u/2794991865,博爱，但是对不起！互联网社恐只能自己耍，最好不要关注我，因为会定期清粉💦,其他,f,28,550,5990,"1,523",214,"1,318","3,055",
3,5037456718038951,5124879782,24年05月24日 14:50,哪个学校？,来自湖南,5037568591398707,1,14,哪个学校？,1862129072,快给本宫上菜,https://weibo.com/u/1862129072,种自己的花，爱自己的宇宙。,湖南 长沙,f,226,1918,5144,351,"3,247",401,"3,999",
4,5037456718038951,5124879782,24年05月24日 16:00,以后就直接报警 这男的干嘛的 为什么出现在学校,来自内蒙古,5037586324130245,0,9,以后就直接报警 这男的干嘛的 为什么出现在学校,1786857431,parellelspace,https://weibo.com/u/1786857431,专发个人负能量 别看,北京 东城区,f,565,1271,13875,"1,173",237,771,"2,181",
5,5037456718038951,5124879782,24年05月24日 11:48,福州大学？,来自福建,5037522990137501,0,13,福州大学？,7430897228,横竖撇捺横折折折钩撇撇,https://weibo.com/u/7430897228,少慷他人之慨吧，没理就只会拉黑的垃圾❤️,其他,f,39,205,75,396,6,355,757,
6,5037456718038951,5124879782,24年05月24日 16:40,"报警，想封口就录音，现在的环境不闹大就会被当成稀泥给和了//<a href=/n/明子壺 usercard=""name=@明子壺"">@明子壺</a>:大学都是这样处理舆情的，我当时在网上抱怨学校被领导约谈，她明确告诉我所有高校都有舆情监控，他们处理问题都是解决提出问题的人<img alt=""[微笑]"" title=""[微笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e3/2018new_weixioa02_org.png"" />",来自浙江,5037596260172906,0,7,报警，想封口就录音，现在的环境不闹大就会被当成稀泥给和了//@明子壺:大学都是这样处理舆情的，我当时在网上抱怨学校被领导约谈，她明确告诉我所有高校都有舆情监控，他们处理问题都是解决提出问题的人[微笑],1813525572,kinchanmegane,https://weibo.com/u/1813525572,＂从一个国家对待动物的态度，可以判断这个国家及其道德是否伟大与崇高，一个民族与其道德是否进步，可以从动物所受的待遇来评判。＂,浙江 绍兴,f,638,2786,76792,923,"17,419","2,729","21,071",
7,5037456718038951,5124879782,24年05月24日 19:13,所有学校都是这种处理方式  最正确的方法是保留证据直接报警，闹大到学校没办法用毕业证威胁你,来自广东,5037634950793599,0,5,所有学校都是这种处理方式  最正确的方法是保留证据直接报警，闹大到学校没办法用毕业证威胁你,2404371161,阙中鹊-,https://weibo.com/u/2404371161,世态真相我去看，浮光春梦也不放过.,广东 中山,f,351,577,1484,743,117,904,"1,764",
8,5037456718038951,5124879782,24年05月25日 09:43,应该直接报警,来自黑龙江,5037853778642978,0,0,应该直接报警,1829192647,银月飞霜95,https://weibo.com/u/1829192647,陈情令双男主，肖战王一博的粉丝，尊贵的百香果大人,黑龙江 哈尔滨,f,362,713,10683,"1,974","4,748","10,736","17,458",
9,5037456718038951,5124879782,24年05月24日 16:09,"看吧，天下学阀都一样<img alt=""[微笑]"" title=""[微笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e3/2018new_weixioa02_org.png"" />",来自辽宁,5037588608188671,0,3,看吧，天下学阀都一样[微笑],2801796285,洛缇娅,https://weibo.com/u/2801796285,,其他,f,28,170,58,18,0,116,134,
10,5037456718038951,5124879782,24年05月24日 17:13,不知道那些领导怎么想的，不处理人渣反而要处理被害者,来自上海,5037604762812546,0,2,不知道那些领导怎么想的，不处理人渣反而要处理被害者,1713025971,fu3kyourdad,https://weibo.com/u/1713025971,傻狗，我是女利，是女利，gun,上海,f,1327,1729,4659,"6,174","1,054","1,202","8,430",
