,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5046537828174141,7830910992,24年06月18日 12:07,这个“你”是你的名字、身份、过去的经历和未来的梦想所构成的集合体。三位一体，简称三体。,来自福建,5046587417430672,1,12,这个“你”是你的名字、身份、过去的经历和未来的梦想所构成的集合体。三位一体，简称三体。,7402245763,寻梦微笑,https://weibo.com/u/7402245763,生命是自己的画板,其他,f,68,241,0,0,0,19,19
1,5046537828174141,7830910992,24年06月18日 12:21,"<img alt=""[爱你]"" title=""[爱你]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f6/2018new_aini_org.png"" />",来自上海,5046590790438204,0,0,[爱你],2330385341,躺在月亮上的虫,https://weibo.com/u/2330385341,啥也不是。,上海,f,11275,526,232,344,12,671,"1,027"
2,5046537828174141,7830910992,24年06月18日 11:28,永远记得你是谁。,来自江苏,5046577463033952,0,1,永远记得你是谁。,3634722263,是QuQu啊,https://weibo.com/u/3634722263,你就是一切。,江苏 无锡,f,544,154,635,77,6,84,167
3,5046537828174141,7830910992,24年06月18日 09:51,"你不喜欢我，管我何事？<img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" /><img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" /><img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" />",来自山东,5046553251678199,0,1,你不喜欢我，管我何事？[心][心][心],5807538096,艾良子,https://weibo.com/u/5807538096,,山东 济南,f,41,484,0,0,0,0,0
4,5046537828174141,7830910992,24年06月18日 09:06,"我即不爱说废话，也不爱听废话，所以我爱听你废话<img alt=""[送花花]"" title=""[送花花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/cb/2022_Flowers_org.png"" />",来自浙江,5046541754041829,0,3,我即不爱说废话，也不爱听废话，所以我爱听你废话[送花花],6261627190,森女米麦999,https://weibo.com/u/6261627190,,浙江,f,163,1231,2166,38,21,175,234
5,5046537828174141,7830910992,24年06月18日 10:36,别人喜不喜欢我是别人的事，别人拉黑谩骂诋毁也是别人的事，我喜不喜欢别人才是我的事情，我怎么想我怎么处理才是我的事情,来自浙江,5046564474851397,0,3,别人喜不喜欢我是别人的事，别人拉黑谩骂诋毁也是别人的事，我喜不喜欢别人才是我的事情，我怎么想我怎么处理才是我的事情,5808483541,长梗鹿梅发鹿,https://weibo.com/u/5808483541,此号只做学习之用，请勿私信,其他,f,140,257,5326,164,32,420,616
6,5046537828174141,7830910992,24年06月18日 12:15,哎，好累哦,来自四川,5046589263708457,0,0,哎，好累哦,1914950551,晴涛2016,https://weibo.com/u/1914950551,,四川 成都,f,142,99,584,26,36,109,171
7,5046537828174141,7830910992,24年06月18日 18:00,推送看有黑粉点进去一看，各种互撕。立马退出，乌烟瘴气的一秒不想多待。,来自山东,5046676102055472,1,1,推送看有黑粉点进去一看，各种互撕。立马退出，乌烟瘴气的一秒不想多待。,6272340788,这样子的飞鱼崽崽,https://weibo.com/u/6272340788,不论什么，存在就好,其他,f,23,38,1094,43,21,199,263
8,5046537828174141,7830910992,24年06月23日 09:00,"<img alt=""[作揖]"" title=""[作揖]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e7/2018new_zuoyi_org.png"" />",来自内蒙古,5048352267830061,0,0,[作揖],6221452652,随遇而安大小姐1999,https://weibo.com/u/6221452652,,内蒙古 包头,f,9,621,3515,15,1,102,118
9,5046537828174141,7830910992,24年06月18日 18:18,"<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" /><img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" /><img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />",来自福建,5046680624042109,0,0,[打call][打call][打call],3873157041,微肥萱,https://weibo.com/u/3873157041,古中医爱好者,福建 福州,f,212,472,20,19,3,46,68
