,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5037261313807372,2020253241,24年05月23日 19:33,就是你说的这个样子，给你点赞了！！他不容易就可以随意伤害其他女生吗？？,来自江苏,5037277590323907,5,927,就是你说的这个样子，给你点赞了！！他不容易就可以随意伤害其他女生吗？？,1796300605,王傢的宫燭蓮,https://weibo.com/u/1796300605,音乐人 娱乐博主 超话粉丝大咖（王俊凯超话） 微博原创视频博主,哈喽~我叫灵小芭（昵称）感谢关注！！向着自己的未来坚定前行！！本命只有王俊凯，两耳不闻窗外事，一心只为王俊凯！！君子坦荡荡，小人长戚戚。,江苏 南京,f,27652,8231,62193,"120,568","8,419","92,757","221,744"
1,5037261313807372,2020253241,24年05月23日 20:49,民警来了，才“敢”流泪，好想找个有正义感而且保护欲爆棚的警察或者律师当男朋友啊，感觉会很心安，当然，自己学会保护好自己是最重要的。,来自辽宁,5037296565356121,20,142,民警来了，才“敢”流泪，好想找个有正义感而且保护欲爆棚的警察或者律师当男朋友啊，感觉会很心安，当然，自己学会保护好自己是最重要的。,7914687033,杏仁豆腐躺平中,https://weibo.com/u/7914687033,,,吉林 长春,f,3,33,1,0,0,0,0
2,5037261313807372,2020253241,24年05月23日 18:52,"厦门校区的还有老师猥亵女学生的<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />也是被辅导员避重就轻了<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />福大干的龌龊事不是一件两件了<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自福建,5037267271291469,41,760,厦门校区的还有老师猥亵女学生的[允悲]也是被辅导员避重就轻了[允悲][允悲]福大干的龌龊事不是一件两件了[允悲],7219684243,HHHhammer233,https://weibo.com/u/7219684243,,线下以及画加接稿！id：铁錘 wx和wb昵称同名,其他,m,9,37,18,38,0,80,118
3,5037261313807372,2020253241,24年05月23日 20:19,20年虐狗的那个准研究生也没有后续，当时应该是依旧录取了,来自福建,5037289119682533,14,284,20年虐狗的那个准研究生也没有后续，当时应该是依旧录取了,2887429163,布谷布谷com,https://weibo.com/u/2887429163,,做个俗人 贪财好色 一身正气,湖北 武汉,f,80,50,76,42,0,39,81
4,5037261313807372,2020253241,24年05月23日 21:03,"福大最好的招生简章<img alt=""[爱你]"" title=""[爱你]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f6/2018new_aini_org.png"" />",来自福建,5037300241143999,3,226,福大最好的招生简章[爱你],5931842977,桃之zzz_,https://weibo.com/u/5931842977,,互关戳,福建,f,23,153,9,3,0,12,15
5,5037261313807372,2020253241,24年05月24日 09:32,这种事一分为二的看，猥亵就是猥亵，该负什么责任负什么责任，成年人为自己的行为买单，杜绝巨婴思维！家庭条件求学过程的确艰难，过后可以组织经济或生活帮扶，给他爱的温暖和希望，引入正途！如果因为是他弱他有理，做错事不用受处罚，会不会增加侥幸心理！,来自福建,5037488651635242,2,137,这种事一分为二的看，猥亵就是猥亵，该负什么责任负什么责任，成年人为自己的行为买单，杜绝巨婴思维！家庭条件求学过程的确艰难，过后可以组织经济或生活帮扶，给他爱的温暖和希望，引入正途！如果因为是他弱他有理，做错事不用受处罚，会不会增加侥幸心理！,6871584287,追光少年向阳而生,https://weibo.com/u/6871584287,,,福建 福州,f,380,865,3350,97,124,157,378
6,5037261313807372,2020253241,24年05月24日 09:40,简直跟我学校发生的一模一样，因为男的冷静自持认错就搞得自己像受害者一样，而女生因为情绪激动变得像有错的人。。。,来自广东,5037490551129781,1,65,简直跟我学校发生的一模一样，因为男的冷静自持认错就搞得自己像受害者一样，而女生因为情绪激动变得像有错的人。。。,5124622644,yunna_yy,https://weibo.com/u/5124622644,,☁️🐍,广东 深圳,f,190,348,995,167,18,973,"1,158"
7,5037261313807372,2020253241,24年05月24日 11:14,就是 既然这么困难 自己做的时候怎么没有顾虑呢？,来自福建,5037514339649470,1,22,就是 既然这么困难 自己做的时候怎么没有顾虑呢？,6474821078,颖萧尘,https://weibo.com/u/6474821078,,本人双担Love and peace，过好自己的生活，单纯喜欢两个人而已，不混圈只希望他们平安喜乐——一个小双担,其他,f,51,1517,9009,"2,417",667,"1,459","4,543"
8,5037261313807372,2020253241,24年05月24日 13:30,说得好！！！,来自福建,5037548499373568,1,1,说得好！！！,3178506817,HuangYgnahS,https://weibo.com/u/3178506817,,50kg🧚🏻‍♀️,其他,f,308,536,135,165,8,340,513
9,5037261313807372,2020253241,24年05月24日 14:15,弱者也不是可以随意触碰道德底线的理由 这样社会不是乱套了,来自福建,5037559958734941,1,0,弱者也不是可以随意触碰道德底线的理由 这样社会不是乱套了,7862485734,自由小狗正在上岛ing,https://weibo.com/u/7862485734,,妹子 我嘴特别贱 /abo,其他,f,398,753,6033,"9,674",978,"5,090","15,742"
