,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,4918015302570448,5385166430,23年06月29日 21:28,哇唔哇唔,来自福建,4918080867932674,1,1,哇唔哇唔,5585383944,iiis-,https://weibo.com/u/5585383944,中国非著名日常生活屁大点事分享家,福建,f,138,58,239,861,4,"1,634","2,499",
1,4918015302570448,5385166430,23年07月01日 21:15,"哇哦   好棒哦！<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />",来自福建,4918802405917171,1,2,哇哦   好棒哦！[打call],6268256791,卡厘子ing,https://weibo.com/u/6268256791,,福建 莆田,f,74,112,8,23,0,16,39,
2,4918015302570448,5385166430,23年06月29日 19:03,"<img alt=""[送花花]"" title=""[送花花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/cb/2022_Flowers_org.png"" />给你一朵小红花",来自福建,4918044234882549,1,0,[送花花]给你一朵小红花,3102505437,0陈啊哈0,https://weibo.com/u/3102505437,,福建 莆田,f,211,160,98,306,1,235,542,
3,4918015302570448,5385166430,23年06月29日 17:18,云姐太牛了！！,来自福建,4918017995047664,1,0,云姐太牛了！！,6036757375,不想看早读,https://weibo.com/u/6036757375,,其他,f,320,443,315,"1,940",41,"3,919","5,900",
4,4918015302570448,5385166430,23年07月13日 08:10,"恭喜学姐呀！！！<img alt=""[送花花]"" title=""[送花花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/cb/2022_Flowers_org.png"" />[锦鲤附体][锦鲤附体][锦鲤附体]麻烦学姐看下下私信<img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" /><img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" />",来自福建,4922953395864434,2,0,恭喜学姐呀！！！[送花花][锦鲤附体][锦鲤附体][锦鲤附体]麻烦学姐看下下私信[心][心],7717275383,橙子不加糖qwq,https://weibo.com/u/7717275383,,其他,m,0,112,208,49,6,75,130,
5,4918015302570448,5385166430,23年07月01日 10:56,今年录取通知书跟复旦的好像？,来自福建,4918646519893108,2,0,今年录取通知书跟复旦的好像？,5651877877,姓奶的泡泡,https://weibo.com/u/5651877877,,福建,m,378,78,2229,"8,294",13,"5,781","14,088",
6,4918015302570448,5385166430,23年06月29日 22:31,接！！！24考研目标院校福大！！！,来自江西,4918096642448279,2,0,接！！！24考研目标院校福大！！！,6320137332,耶酱66,https://weibo.com/u/6320137332,🐶💐,江西 宜春,f,13,342,1322,381,71,"2,528","2,980",
7,4918015302570448,5385166430,23年06月29日 18:19,"啊啊啊好厉害<img alt=""[抱一抱]"" title=""[抱一抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/af/2020_hug_org.png"" />",来自福建,4918033228766459,1,1,啊啊啊好厉害[抱一抱],5180030180,胖莉诶-,https://weibo.com/u/5180030180,祝你顺利 也祝你快乐。,福建,f,24,98,798,587,0,429,"1,016",
8,4918015302570448,5385166430,23年07月05日 00:02,"沾沾喜气<img alt=""[鲜花]"" title=""[鲜花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/d4/2018new_xianhua_org.png"" />",来自福建,4919931423951371,1,0,沾沾喜气[鲜花],5604233174,Nillchoyu,https://weibo.com/u/5604233174,,海外 法国,m,107,78,22,30,0,59,89,
9,4918015302570448,5385166430,23年06月29日 22:12,"是校友了<img alt=""[握手]"" title=""[握手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e9/2018new_woshou_org.png"" />",来自福建,4918091996466141,1,0,是校友了[握手],7279074512,橘子味的冬天ing,https://weibo.com/u/7279074512,（创作不易，禁止盗图二改或商用）  要成为简单而又纯粹的大人~     在天璀璨，在地从容。 互联网透明，都别关注我。,福建,f,116,95,739,"1,431",304,"6,186","7,921",
10,4918015302570448,5385166430,23年06月30日 17:48,"哇，你好，请问是本校自领的吗？福大今年的通知书是改良了嘛，感觉和去年的不一样了，更好看了<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自江西,4918387933973713,1,1,哇，你好，请问是本校自领的吗？福大今年的通知书是改良了嘛，感觉和去年的不一样了，更好看了[泪],2575332391,北冥有鱼q1,https://weibo.com/u/2575332391,,江西 赣州,m,167,44,274,7,1,79,87,
11,4918015302570448,5385166430,23年07月21日 21:27,帅气！,来自福建,4926053044725796,1,0,帅气！,5336380031,是西哞哞呀,https://weibo.com/u/5336380031,Take your time,福建 莆田,f,24,34,54,38,0,85,123,
12,4918015302570448,5385166430,23年07月02日 19:38,20年就一张纸，还是放了好几年的，旧的要死,来自江西,4919140248195374,1,0,20年就一张纸，还是放了好几年的，旧的要死,5731126976,aaa建材批发方哥,https://weibo.com/u/5731126976,🤏拿捏,福建 福州,m,66,318,109,136,1,242,379,
13,4918015302570448,5385166430,23年07月02日 09:01,好厉害 恭喜!,来自中国,4918980144006610,1,0,好厉害 恭喜!,7734444027,尔东小橙,https://weibo.com/u/7734444027,我的情绪垃圾桶,江西,f,12,314,248,151,0,123,274,
14,4918015302570448,5385166430,23年07月01日 18:55,"校友<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自广东,4918767240349379,1,0,校友[doge],7296073307,kkaliyl,https://weibo.com/u/7296073307,,其他,f,2,22,0,0,0,0,0,
15,4918015302570448,5385166430,23年07月01日 16:41,"坐标闽江，希望上福州大学！！！<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自福建,4918733413810339,1,0,坐标闽江，希望上福州大学！！！[泪][泪],5574641036,小光Twilight,https://weibo.com/u/5574641036,,福建,m,400,1783,67,29,0,79,108,
16,4918015302570448,5385166430,23年07月01日 12:13,"来对面了，欢迎<img alt=""[努力]"" title=""[努力]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7c/2022_Keepgoing_org.png"" />",来自福建,4918665826797719,1,0,来对面了，欢迎[努力],7306710328,不问归期biubiubiu,https://weibo.com/u/7306710328,少年易老学难成，一寸光阴不可轻,其他,m,24,370,352,292,3,164,459,
17,4918015302570448,5385166430,23年06月30日 14:14,"我们当年就是一张丑到爆的手绘纸，老学长羡慕哭了<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自湖南,4918334048961972,1,0,我们当年就是一张丑到爆的手绘纸，老学长羡慕哭了[泪],6110097234,Saka的彩虹马不听话,https://weibo.com/u/6110097234,只想去码头整点薯条🍟,湖南 株洲,m,273,1901,1802,965,88,344,"1,397",
18,4918015302570448,5385166430,23年06月30日 09:35,"姐姐哪个院啊，我电气院的还没有一点消息<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自湖北,4918263919935736,1,0,姐姐哪个院啊，我电气院的还没有一点消息[泪][泪][泪],6665134878,相约20350837,https://weibo.com/u/6665134878,,湖北,m,11,158,19,0,0,27,27,
19,4918015302570448,5385166430,23年06月30日 09:27,接好运！,来自云南,4918261860270150,1,0,接好运！,6115326862,chaopiao很多张女士,https://weibo.com/u/6115326862,。,湖北 武汉,f,88,81,18,11,0,10,21,
20,4918015302570448,5385166430,23年06月29日 23:52,"今年也学复旦这种吗<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自福建,4918117085482751,1,0,今年也学复旦这种吗[doge],7365583431,-Accumulation,https://weibo.com/u/7365583431,【诗126:5】流泪撒种的，必欢呼收割。,其他,m,35,297,76,13,2,21,36,
21,4918015302570448,5385166430,23年06月29日 23:14,"欢迎来到福大<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" /><img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自福建,4918107501503764,1,0,欢迎来到福大[doge][doge],5120879248,Selcouth-,https://weibo.com/u/5120879248,学会接受平庸,福建 漳州,m,155,172,50,13,3,70,86,
22,4918015302570448,5385166430,23年06月29日 22:56,为什么你的到了😭😭,来自福建,4918103101935059,1,0,为什么你的到了😭😭,5976773802,Jack3Wang,https://weibo.com/u/5976773802,你的意念高过我的意念,福建 龙岩,m,84,253,52,15,0,64,79,
23,4918015302570448,5385166430,23年06月29日 20:40,恭喜！可以问问姐妹哪个院吗,来自上海,4918068834996288,1,0,恭喜！可以问问姐妹哪个院吗,5193002520,闪亮的小羊-,https://weibo.com/u/5193002520,感知幸福也是一种能力,上海,f,1391,677,1203,"2,056",18,"5,686","7,760",
24,4918015302570448,5385166430,23年07月09日 12:01,现在录取通知书越来越好看了，我当时通知书长得跟广告传单似的,来自福建,4921562120067220,1,0,现在录取通知书越来越好看了，我当时通知书长得跟广告传单似的,7221283965,士多啤梨和旺来szd,https://weibo.com/u/7221283965,镇魂,福建,f,10,215,131,17,0,37,54,
25,4918015302570448,5385166430,23年07月07日 23:34,"接24上岸<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自河南,4921011663537404,1,0,接24上岸[泪],5854334208,爆辣不要葱花香菜,https://weibo.com/u/5854334208,🇨🇳,其他,f,768,998,16195,"6,416",984,"19,261","26,661",超话粉丝钻咖（肖战超话）
26,4918015302570448,5385166430,23年06月29日 18:37,"哇！！！！！<img alt=""[憧憬]"" title=""[憧憬]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c9/2018new_chongjing_org.png"" /><img alt=""[憧憬]"" title=""[憧憬]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c9/2018new_chongjing_org.png"" /><img alt=""[憧憬]"" title=""[憧憬]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c9/2018new_chongjing_org.png"" /><img alt=""[憧憬]"" title=""[憧憬]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c9/2018new_chongjing_org.png"" /><img alt=""[憧憬]"" title=""[憧憬]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c9/2018new_chongjing_org.png"" /><img alt=""[憧憬]"" title=""[憧憬]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c9/2018new_chongjing_org.png"" /><img alt=""[憧憬]"" title=""[憧憬]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c9/2018new_chongjing_org.png"" />",来自江西,4918037868709336,4,0,哇！！！！！[憧憬][憧憬][憧憬][憧憬][憧憬][憧憬][憧憬],1641222114,ZyLzYiandng-W942,https://weibo.com/u/1641222114,今天能睡懒觉吗。,福建 莆田,f,550,801,1925,"1,991",216,"5,100","7,307",
27,4918015302570448,5385166430,23年07月08日 19:14,你是哪个学院的啊，我也是今年上岸的,来自天津,4921308578583115,1,0,你是哪个学院的啊，我也是今年上岸的,6343480245,我很妖娆的,https://weibo.com/u/6343480245,,吉林,m,1,26,9,3,0,30,33,
28,4918015302570448,5385166430,23年06月30日 23:34,为啥计算机还没发,来自福建,4918474981247769,1,0,为啥计算机还没发,7310346728,Lly-6668,https://weibo.com/u/7310346728,,其他,m,1,27,9,8,0,0,8,
29,4918015302570448,5385166430,23年06月30日 17:56,接24上岸福大！！！,来自福建,4918389971880592,1,1,接24上岸福大！！！,7417880485,不爱者弃之逐水凋零,https://weibo.com/u/7417880485,,福建,m,3,58,34,10,0,22,32,
30,4918015302570448,5385166430,23年07月09日 11:12,"我给你发不过去消息了姐妹<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />，需要你关我",来自河南,4921549628642558,0,0,我给你发不过去消息了姐妹[泪]，需要你关我,5854334208,爆辣不要葱花香菜,https://weibo.com/u/5854334208,🇨🇳,其他,f,768,998,16195,"6,416",984,"19,261","26,661",超话粉丝钻咖（肖战超话）
