,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5037253177117391,5841739290,24年05月23日 18:09,请问发生了什么,来自河北,5037256303188870,3,0,请问发生了什么,7770732773,时尚日系少女,https://weibo.com/u/7770732773,娱乐博主,,其他,f,1069248,596,15482,"92,974","1,073,597","223,570","1,390,141"
1,5037253177117391,5841739290,24年05月23日 17:59,什么情况,来自湖北,5037253975872142,1,0,什么情况,2349717741,星空下的子凡,https://weibo.com/u/2349717741,娱乐博主 微博原创视频博主,视频来自网络，如果有侵权私信联系,其他,m,176045,3129,38676,"696,423","42,074","2,150,102","2,888,599"
2,5037253177117391,5841739290,24年05月23日 18:03,"哦买嘎，是我知道的那个福州大学吗<img alt=""[费解]"" title=""[费解]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/2a/2018new_wenhao_org.png"" />",来自福建,5037254959694806,0,1,哦买嘎，是我知道的那个福州大学吗[费解],7847601315,·刘星分饼·,https://weibo.com/u/7847601315,微博原创视频博主,不正经的美食博主,福建,f,139192,1613,5489,"318,518","101,727","1,112,657","1,532,902"
3,5037253177117391,5841739290,24年05月23日 17:58,不知道啊,来自福建,5037253728142377,0,0,不知道啊,7831195810,录音机buss,https://weibo.com/u/7831195810,动漫博主 超话创作官（新兰超话） 微博剪辑视频博主,世界尽头一定是你@jjjustin0219  镇魂,其他,f,19783,2324,4288,"109,366","15,221,433","45,117","15,375,916"
4,5037253177117391,5841739290,24年05月23日 18:14,什么情况？,来自四川,5037257695695394,1,0,什么情况？,6130770527,3GloulSt,https://weibo.com/u/6130770527,音乐博主 超话创作官（朴志晟超话）,敏感肌慎关 镇魂,海外,m,52263,1626,12842,"62,555","59,177","210,398","332,130"
5,5037253177117391,5841739290,24年05月23日 18:22,怎么回事,来自四川,5037259605152415,0,0,怎么回事,7791867655,喵星人Henry,https://weibo.com/u/7791867655,娱乐博主 微博剪辑视频博主,无粉籍， 对优秀努力的人有天生的好感  不要随意关注，私信移除，单取 拉黑,四川,m,20604,3236,3581,"110,224","12,464","449,330","572,018"
6,5037253177117391,5841739290,24年05月23日 18:07,什么情况,来自福建,5037255788071343,0,0,什么情况,7807783248,昭祈雪至,https://weibo.com/u/7807783248,,娱乐至上,其他,f,158380,12,845,"1,279","3,328","7,463","12,070"
7,5037253177117391,5841739290,24年05月23日 18:05,吓人,来自湖北,5037255278199474,0,0,吓人,7718651361,小鸡呀天,https://weibo.com/u/7718651361,娱乐博主 微博原创视频博主 微博VLOG博主,合作➕V：864021065,其他,f,571580,325,7172,"659,193","325,369","12,733,604","13,718,166"
8,5037253177117391,5841739290,24年05月23日 18:04,"<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自江苏,5037255116718929,0,0,[允悲][允悲][允悲][允悲],7265691406,粉红的小猪弟,https://weibo.com/u/7265691406,,谢谢,其他,m,16552,630,5850,"94,667","21,722","125,877","242,266"
9,5037253177117391,5841739290,24年05月23日 18:03,发生什么了这是,来自山东,5037254955500386,0,0,发生什么了这是,2731310285,七月__D,https://weibo.com/u/2731310285,娱乐博主 超话粉丝钻咖（邓为超话）,镇魂  百家没铁直双我即可，不养红了,山东,f,158504,3780,3917,"130,541","12,886","221,483","364,910"
10,5037253177117391,5841739290,24年05月23日 18:03,是啊,来自河北,5037254785633473,0,0,是啊,2289727551,惟沐忱忱,https://weibo.com/u/2289727551,微博原创视频博主,互点宝宝们。,河南,f,909989,553,13708,"125,002","83,692","214,258","422,952"
11,5037253177117391,5841739290,24年05月23日 18:02,顶顶,来自西班牙,5037254680512035,0,0,顶顶,6442361396,星尘蔚然,https://weibo.com/u/6442361396,娱乐博主,誰かじゃなくて、あなたの隣が良い,海外,f,13540,2914,8149,"118,475","608,032","87,472","813,979"
12,5037253177117391,5841739290,24年05月23日 18:01,啊？,来自辽宁,5037254484166793,0,0,啊？,7545955983,菟永一,https://weibo.com/u/7545955983,微博原创视频博主,姐姐我好想你,其他,f,14003,2551,2946,"40,525","64,648","65,233","170,406"
13,5037253177117391,5841739290,24年05月23日 17:59,强烈谴责,来自中国,5037253786863828,0,0,强烈谴责,6058246234,今夜全场柳公子买单,https://weibo.com/u/6058246234,音乐博主 超话粉丝大咖（柳智敏超话） 微博原创视频博主 微博VLOG博主,| 镇魂｜点赞不代表个人喜好，搬运侵权私删,湖南,f,21765,2553,6876,"102,419","30,548","522,450","655,417"
14,5037253177117391,5841739290,24年05月23日 17:59,对啊,来自辽宁,5037253747540971,0,0,对啊,7545955983,菟永一,https://weibo.com/u/7545955983,微博原创视频博主,姐姐我好想你,其他,f,14003,2551,2946,"40,525","64,648","65,233","170,406"
15,5037253177117391,5841739290,24年05月23日 18:21,up,来自福建,5037259441314207,0,0,up,7806784015,用户7806784015,https://weibo.com/u/7806784015,,,其他,f,0,8,1,0,0,0,0
