,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5037254625460817,6336767362,24年05月23日 18:03,割以永治,来自天津,5037254755748600,0,51,割以永治,6336767362,批奏折,https://weibo.com/u/6336767362,校园博主 校园资讯博主（天津） 微博剪辑视频博主 头条文章作者,知识干货、校园趣事、生活分享！投稿合作请私信～,天津,m,273261,15,8674,"201,185","107,913","5,336,189","5,645,287"
1,5037254625460817,6336767362,24年05月23日 20:19,小仙女的话都可以当放屁,来自湖南,5037289138816089,19,0,小仙女的话都可以当放屁,6349000465,米ao千金668,https://weibo.com/u/6349000465,,,湖南,m,4,78,11,0,0,5,5
2,5037254625460817,6336767362,24年05月23日 22:05,"家庭困难这个借囗真的是<img alt=""[吃瓜]"" title=""[吃瓜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/01/2018new_chigua_org.png"" />",来自广东,5037315737257561,0,29,家庭困难这个借囗真的是[吃瓜],5974392614,琉璃小簪花,https://weibo.com/u/5974392614,,｡◕‿◕｡艹别看了，别看了。,广东,f,208,5851,10094,119,39,547,705
3,5037254625460817,6336767362,24年05月24日 12:10,"头一次知道父亲没有劳动能力的就能去当强奸犯<img alt=""[怒]"" title=""[怒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f6/2018new_nu_org.png"" /><img alt=""[怒]"" title=""[怒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f6/2018new_nu_org.png"" /><img alt=""[怒]"" title=""[怒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f6/2018new_nu_org.png"" />",来自浙江,5037528440638617,0,21,头一次知道父亲没有劳动能力的就能去当强奸犯[怒][怒][怒],1813525572,kinchanmegane,https://weibo.com/u/1813525572,,＂从一个国家对待动物的态度，可以判断这个国家及其道德是否伟大与崇高，一个民族与其道德是否进步，可以从动物所受的待遇来评判。＂,浙江 绍兴,f,638,2786,76792,923,"17,419","2,729","21,071"
4,5037254625460817,6336767362,24年05月23日 19:54,表白强一开始发的时候说的是，已经查过行政处罚，确认这件事情的真实性才发的，倒是现在确实被删了qq和朋友圈都删了,来自福建,5037282893759539,0,13,表白强一开始发的时候说的是，已经查过行政处罚，确认这件事情的真实性才发的，倒是现在确实被删了qq和朋友圈都删了,7566146809,重度肉食者,https://weibo.com/u/7566146809,,,其他,f,5,45,22,5,0,6,11
5,5037254625460817,6336767362,24年05月23日 18:07,"<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自北京,5037255913901748,0,3,[泪],6484798590,胸弟姐妹,https://weibo.com/u/6484798590,化学检验员四级 校园博主,太阳落山时你不曾离开，太阳升起时你依然还在！,天津 滨海新区,m,13674,10,5463,"1,427","2,648","9,641","13,716"
6,5037254625460817,6336767362,24年05月24日 16:26,Xsr能赚钱么？呵呵,来自江苏,5037592896343000,0,1,Xsr能赚钱么？呵呵,5998263285,机灵的了了,https://weibo.com/u/5998263285,,,江苏 苏州,m,1,108,95,1,0,7,8
7,5037254625460817,6336767362,24年05月23日 18:03,"<img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" /><img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" /><img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" />",来自福建,5037254833865016,0,1,[心][心][心],3930096973,willky12,https://weibo.com/u/3930096973,,Fuck you stupid world.,宁夏,m,256,98,27,6,3,81,90
8,5037254625460817,6336767362,24年05月24日 10:08,"等通告咯<img alt=""[摊手]"" title=""[摊手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/62/2018new_tanshou_org.png"" />",来自福建,5037497685381011,0,0,等通告咯[摊手],2104580605,LosVgA,https://weibo.com/u/2104580605,,莫失莫忘渐渐消失的黑凤梨,福建,m,962,677,12534,"15,683","1,693","3,843","21,219"
9,5037254625460817,6336767362,24年05月23日 18:58,真的,来自福建,5037268756595332,0,0,真的,6638752226,闰土and闰土,https://weibo.com/u/6638752226,,,其他,f,0,255,1,0,0,0,0
10,5037254625460817,6336767362,24年05月24日 09:46,家庭困难并不能掩盖他的犯罪事实，被侵犯的女生就活该吗,来自福建,5037492208929566,0,21,家庭困难并不能掩盖他的犯罪事实，被侵犯的女生就活该吗,7413710972,丨一椰叶丨,https://weibo.com/u/7413710972,,今天星期五•ᴗ•,福建,f,0,47,779,85,0,28,113
11,5037254625460817,6336767362,24年05月24日 05:33,无语,来自山东,5037428518158686,0,0,无语,5195307160,cinderella370725,https://weibo.com/u/5195307160,,,其他,f,245,1738,952,28,2,70,100
12,5037254625460817,6336767362,24年05月24日 13:53,"福州大学<img alt=""[怒]"" title=""[怒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f6/2018new_nu_org.png"" />",来自江苏,5037554405739714,0,2,福州大学[怒],7745861561,一直往上走joy,https://weibo.com/u/7745861561,,不祝我们一帆风顺，祝我们乘风破浪。,其他,f,597,241,4135,525,74,787,"1,386"
