,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5037255390136905,7782041821,24年05月23日 18:36,"<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />……对，让子弹飞",来自上海,5037263169257478,1,21,[good]……对，让子弹飞,1463707815,作家陈岚,https://weibo.com/u/1463707815,作家陈岚，代表作《背后》,作家，编剧。公众号：岚说呢。抖音号：作家陈岚。微信视频号：您说呢,上海,f,1613100,2387,59107,"3,175,174","2,963,910","16,176,906","22,315,990"
1,5037255390136905,7782041821,24年05月23日 18:25,"<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" /><img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" /><img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自江苏,5037260414389181,2,8,[笑cry][笑cry][笑cry],7360597963,长相依长相守,https://weibo.com/u/7360597963,,,河南,f,365,1864,4086,"1,930","7,018","34,011","42,959"
2,5037255390136905,7782041821,24年05月23日 18:21,不信谣不传谣，让子弹再飞会儿,来自上海,5037259472505173,1,8,不信谣不传谣，让子弹再飞会儿,5179719710,丁香美美,https://weibo.com/u/5179719710,微博剪辑视频博主,愛自己是终身浪漫的开始，所有的不期而遇都在路上。,上海,f,568,386,2279,"3,808","1,650","18,306","23,764"
3,5037255390136905,7782041821,24年05月23日 18:20,"是的，先让子弹飞一会儿<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自广东,5037259091083840,1,5,是的，先让子弹飞一会儿[doge],1834285963,夏天的梦幻泡影,https://weibo.com/u/1834285963,,一切皆有可能,广东 广州,f,469,468,1292,668,324,"4,605","5,597"
4,5037255390136905,7782041821,24年05月23日 18:19,"<img alt=""[抱一抱]"" title=""[抱一抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/af/2020_hug_org.png"" /><img alt=""[抱一抱]"" title=""[抱一抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/af/2020_hug_org.png"" /><img alt=""[抱一抱]"" title=""[抱一抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/af/2020_hug_org.png"" /><img alt=""[抱一抱]"" title=""[抱一抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/af/2020_hug_org.png"" />",来自湖南,5037258980199253,1,6,[抱一抱][抱一抱][抱一抱][抱一抱],6368913251,续续Continuation,https://weibo.com/u/6368913251,,,其他,m,1494,395,25670,"2,170","1,016","19,249","22,435"
5,5037255390136905,7782041821,24年05月23日 18:19,去翻了一下热搜前排的热帖，不知道该说点啥,来自内蒙古,5037258824223535,1,5,去翻了一下热搜前排的热帖，不知道该说点啥,5337657873,凤儿new,https://weibo.com/u/5337657873,,一切随缘,广东 深圳,f,1489,936,21398,"4,614","1,161","19,615","25,390"
6,5037255390136905,7782041821,24年05月23日 18:15,内个～啥，不许抜油菜花哦,来自内蒙古,5037257901474723,1,7,内个～啥，不许抜油菜花哦,5337657873,凤儿new,https://weibo.com/u/5337657873,,一切随缘,广东 深圳,f,1489,936,21398,"4,614","1,161","19,615","25,390"
7,5037255390136905,7782041821,24年05月23日 19:11,被猥亵就报警啊，现在咋这么流行网络断案呢？,来自山西,5037271883451896,2,3,被猥亵就报警啊，现在咋这么流行网络断案呢？,5936958762,不可及不可遇不可失去,https://weibo.com/u/5936958762,,,其他,f,440,958,2895,"3,111","1,046","17,831","21,988"
8,5037255390136905,7782041821,24年05月23日 18:37,"<img alt=""[思考]"" title=""[思考]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/30/2018new_sikao_org.png"" /><img alt=""[思考]"" title=""[思考]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/30/2018new_sikao_org.png"" /><img alt=""[思考]"" title=""[思考]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/30/2018new_sikao_org.png"" />",来自上海,5037263522365641,1,3,[思考][思考][思考],7739520696,温柔填满岁月,https://weibo.com/u/7739520696,,,其他,m,273,337,721,"1,871",33,"1,094","2,998"
9,5037255390136905,7782041821,24年05月23日 19:02,"不是，怎么就让子弹飞一会啊？这明显是女生受伤的事情，不能看到小作文就开始害怕。她明明很勇敢的站出来了<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自福建,5037269632942154,13,6,不是，怎么就让子弹飞一会啊？这明显是女生受伤的事情，不能看到小作文就开始害怕。她明明很勇敢的站出来了[泪][泪][泪],7283976524,亭中观雨雨后,https://weibo.com/u/7283976524,,万物皆有裂痕，那便是光洒下的地方。,安徽 芜湖,f,57,165,64,226,67,"1,120","1,413"
10,5037255390136905,7782041821,24年05月23日 19:16,越来越聪明了,来自北京,5037273290901537,1,2,越来越聪明了,1147028802,金丝楠木猪_926,https://weibo.com/u/1147028802,,爱生活，爱美食~,天津,f,627,555,6404,"26,478","6,750","121,312","154,540"
11,5037255390136905,7782041821,24年05月23日 19:03,等通报吧，太多狼来了的故事,来自辽宁,5037269931003406,1,2,等通报吧，太多狼来了的故事,6404915350,我要开开心心的笑,https://weibo.com/u/6404915350,,,甘肃 嘉峪关,f,392,857,3425,"1,183",735,"10,294","12,212"
12,5037255390136905,7782041821,24年05月23日 18:46,让子弹飞一会儿,来自河北,5037265657790957,1,2,让子弹飞一会儿,6609488152,东篱山200106,https://weibo.com/u/6609488152,,,河北,f,202,291,1817,"1,134",804,"7,692","9,630"
13,5037255390136905,7782041821,24年05月23日 18:38,"让子弹多飞一会儿吧<img alt=""[黑线]"" title=""[黑线]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a3/2018new_heixian_org.png"" /><img alt=""[污]"" title=""[污]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/10/2018new_wu_org.png"" />",来自中国台湾,5037263641905708,1,2,让子弹多飞一会儿吧[黑线][污],7396400763,瑞雪映菁莪,https://weibo.com/u/7396400763,,喜欢音乐、摄影、旅游及艺术的人间行者,台湾,f,1838,996,6632,"47,081","3,748","72,745","123,574"
14,5037255390136905,7782041821,24年05月23日 18:32,"讓子彈飛過吧<img alt=""[羞嗒嗒]"" title=""[羞嗒嗒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/df/lxhxiudada_org.gif"" />",来自中国香港,5037262150830098,1,5,讓子彈飛過吧[羞嗒嗒],7556701460,原諒我不懂言語,https://weibo.com/u/7556701460,,HK. e.e  HZ,香港 其他,f,1944,638,22658,"67,274","25,755","318,792","411,821"
15,5037255390136905,7782041821,24年05月23日 18:12,线下不能处理吗？,来自山西,5037257117140111,2,9,线下不能处理吗？,7442833570,无双公子0918,https://weibo.com/u/7442833570,超话小主持人（花思雨超话）,,山西,m,1492,663,9866,"1,025","1,418","7,842","10,285"
16,5037255390136905,7782041821,24年05月23日 18:11,警方处理了她不满意还要一个说法,来自山西,5037256978731636,1,9,警方处理了她不满意还要一个说法,7442833570,无双公子0918,https://weibo.com/u/7442833570,超话小主持人（花思雨超话）,,山西,m,1492,663,9866,"1,025","1,418","7,842","10,285"
17,5037255390136905,7782041821,24年05月23日 18:54,让子弹多飞一会儿……,来自广东,5037267697533037,1,2,让子弹多飞一会儿……,2062391272,青荷初绿,https://weibo.com/u/2062391272,音乐博主,春暖花开时，所有的美好都如约而至。,广东,f,1259,639,16433,"21,515","10,280","123,307","155,102"
18,5037255390136905,7782041821,24年05月23日 18:10,被小作文搞怕了！,来自广东,5037256685913863,2,7,被小作文搞怕了！,3987975555,QYFH_XH自在98,https://weibo.com/u/3987975555,微博剪辑视频博主,,广东,f,1421,1339,2017,"1,385","102,041","8,184","111,610"
19,5037255390136905,7782041821,24年05月23日 18:29,等通报,来自山东,5037261462177932,1,2,等通报,6208342811,风雨过后是彩虹hz,https://weibo.com/u/6208342811,微博原创视频博主,,山东,f,1733,363,7430,344,"5,055","4,504","9,903"
20,5037255390136905,7782041821,24年05月23日 18:26,对，让子弹再飞一会,来自北京,5037260567220774,1,2,对，让子弹再飞一会,7558181989,田野HZ,https://weibo.com/u/7558181989,微博原创视频博主,,海南,f,323,533,4302,"4,798","1,788","15,404","21,990"
21,5037255390136905,7782041821,24年05月23日 19:32,"<img alt=""[思考]"" title=""[思考]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/30/2018new_sikao_org.png"" /><img alt=""[思考]"" title=""[思考]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/30/2018new_sikao_org.png"" /><img alt=""[思考]"" title=""[思考]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/30/2018new_sikao_org.png"" />",来自上海,5037277346793325,0,1,[思考][思考][思考],5316770306,软软的轻风,https://weibo.com/u/5316770306,,东风引来木棉花开,上海 黄浦区,f,795,671,44851,"10,386","24,244","42,663","77,293"
22,5037255390136905,7782041821,24年05月23日 18:22,小作文，还是等等在看比较保险,来自湖北,5037259612750671,1,3,小作文，还是等等在看比较保险,7871052895,殇霓之舟,https://weibo.com/u/7871052895,,,安徽 合肥,f,601,9,72,0,0,1,1
23,5037255390136905,7782041821,24年05月23日 18:20,这不是小作文吗,来自江苏,5037259221106921,1,4,这不是小作文吗,7869505224,开封府林汐,https://weibo.com/u/7869505224,,,其他,m,560,9,76,2,0,1,3
