,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,5039307523624686,5382192704,24年05月29日 10:13,在另外的视频看到，这个斑点狗狗，还和学生们一起刨土救了一只因塌方被困的小猫咪。,来自河南,5039310852067850,7,238,在另外的视频看到，这个斑点狗狗，还和学生们一起刨土救了一只因塌方被困的小猫咪。,1161244311,喵呜就是一爪子,https://weibo.com/u/1161244311,养着一只叫小灰灰的胖猫 爱猫 爱美食 爱祖国的大好河山,河南,f,51,209,44,17,0,55,72,
1,5039307523624686,5382192704,24年05月29日 10:24,前面这只是不是狗爷爷回回呀,来自广西,5039313595403386,1,90,前面这只是不是狗爷爷回回呀,1408492495,嗯-小九,https://weibo.com/u/1408492495,嗜狗如命，偶尔嗑CP,其他,f,692,510,21699,"2,641","19,675",610,"22,926",
2,5039307523624686,5382192704,24年06月01日 17:58,回回不是说要被领养了吗？,来自云南,5040515127181978,2,13,回回不是说要被领养了吗？,3266554112,了了对对猪,https://weibo.com/u/3266554112,,其他,f,38,476,948,47,12,163,222,
3,5039307523624686,5382192704,24年05月29日 12:29,回回和其它狗狗都要平安健康呀！,来自广东,5039345038526568,0,85,回回和其它狗狗都要平安健康呀！,2705500120,诗怀趁碧芳,https://weibo.com/u/2705500120,莫若清茶一盏 在香的氤氲之中 分秒 停了滴答 当下 成了恒久 一世一生 便是一霎,广东 汕头,f,287,1587,2180,707,522,"3,120","4,349",
4,5039307523624686,5382192704,24年05月29日 10:04,它们平时在哪找吃的呢,来自浙江,5039308760944264,0,14,它们平时在哪找吃的呢,5501809364,王小花葱花的花,https://weibo.com/u/5501809364,一个50多岁的台州小老太太，闲了刷刷围脖，记录日常生活，不喜欢私聊,浙江,f,506,304,969,"3,649",184,"47,863","51,696",
5,5039307523624686,5382192704,24年05月29日 11:35,"这学校不错<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",来自山西,5039331660268557,2,39,这学校不错[good],6607713835,英超YC,https://weibo.com/u/6607713835,,山西,m,148,138,30,88,2,80,170,
6,5039307523624686,5382192704,24年05月30日 00:08,"咦这不是救猫咪的回回吗<img alt=""[抱抱]"" title=""[抱抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/42/2018new_baobao_org.png"" /><img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" /><img alt=""[喵喵]"" title=""[喵喵]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7b/2018new_miaomiao_org.png"" />",来自北京,5039520984074701,0,15,咦这不是救猫咪的回回吗[抱抱][心][喵喵],1683053005,slkldjf,https://weibo.com/u/1683053005,流水不争先 争的是滔滔不绝,北京 朝阳区,f,933,4262,21736,557,601,"5,212","6,370",
7,5039307523624686,5382192704,24年05月29日 19:34,又看到这个斑点狗狗救猫猫了,来自河南,5039452040727706,0,25,又看到这个斑点狗狗救猫猫了,3899073568,爱酷的米,https://weibo.com/u/3899073568,小米,广东 中山,f,167,974,1282,20,415,58,493,
8,5039307523624686,5382192704,24年05月29日 22:58,请不要伤害这些可怜的毛孩子,来自四川,5039503305349736,0,24,请不要伤害这些可怜的毛孩子,2804400635,番茄圆仔儿,https://weibo.com/u/2804400635,洁癖女，小完美主义，不喜欢电子类的东西,四川 成都,f,85,169,461,302,52,239,593,
9,5039307523624686,5382192704,24年05月29日 19:54,"这就是回回？<img alt=""[哇]"" title=""[哇]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/3d/2022_wow_org.png"" /><img alt=""[哇]"" title=""[哇]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/3d/2022_wow_org.png"" /><img alt=""[哇]"" title=""[哇]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/3d/2022_wow_org.png"" />",来自上海,5039457237467742,0,12,这就是回回？[哇][哇][哇],1834711157,嗜睡的小鱼儿T,https://weibo.com/u/1834711157,保持一颗温暖的心，简单快乐的期待幸福,上海,f,487,1362,5408,"2,981","1,673","5,084","9,738",
