,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,4918820290691799,5209003899,23年07月03日 10:17,哇，好棒！,来自福建,4919361414891000,1,0,哇，好棒！,3692425460,Arilien,https://weibo.com/u/3692425460,自律即自由,福建,f,597,478,233,"1,001",8,"2,668","3,677"
1,4918820290691799,5209003899,23年07月02日 12:17,超棒呀,来自江西,4919029279496328,1,0,超棒呀,3983847129,五是西西,https://weibo.com/u/3983847129,,其他,f,1126,119,657,824,3,979,"1,806"
2,4918820290691799,5209003899,23年07月01日 23:13,"<img alt=""[送花花]"" title=""[送花花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/cb/2022_Flowers_org.png"" /><img alt=""[送花花]"" title=""[送花花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/cb/2022_Flowers_org.png"" />好棒呀！！恭喜恭喜！！！",来自福建,4918832127546076,1,0,[送花花][送花花]好棒呀！！恭喜恭喜！！！,2951721964,-今天要早睡_,https://weibo.com/u/2951721964,脸超圆,福建 泉州,f,332,307,341,990,28,"3,087","4,105"
3,4918820290691799,5209003899,23年07月02日 19:18,九月见🤓,来自福建,4919135315696330,1,0,九月见🤓,6463268562,dorahyemin,https://weibo.com/u/6463268562,▸ 𝑻𝑶 𝑩𝑬 𝒀𝑶𝑼𝑵𝑮  /镇魂,其他,f,23,46,510,247,0,157,404
4,4918820290691799,5209003899,23年07月02日 12:14,棒棒！恭喜🎉,来自福建,4919028553877028,1,0,棒棒！恭喜🎉,1966060215,乌云不甜,https://weibo.com/u/1966060215,天气不似预期 但要走 总要飞🛫,福建,f,1255,918,692,"2,736",65,"5,676","8,477"
5,4918820290691799,5209003899,23年07月02日 10:02,"恭喜呀！！<img alt=""[抱一抱]"" title=""[抱一抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/af/2020_hug_org.png"" /><img alt=""[抱一抱]"" title=""[抱一抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/af/2020_hug_org.png"" />",来自福建,4918995465013706,1,0,恭喜呀！！[抱一抱][抱一抱],5223337554,-可不能再熬夜了,https://weibo.com/u/5223337554,禁止内耗  谨言慎行,福建,f,425,407,366,932,8,"2,237","3,177"
6,4918820290691799,5209003899,23年07月02日 02:31,好厉害！！,来自福建,4918881968193985,1,0,好厉害！！,5242735073,奇亚籽贝果,https://weibo.com/u/5242735073,A-H,福建 泉州,f,874,755,586,"2,993",75,"11,033","14,101"
7,4918820290691799,5209003899,23年07月02日 01:08,太棒啦,来自福建,4918860983567674,1,0,太棒啦,3977065282,幸福有着小猫的形状,https://weibo.com/u/3977065282,time waits for no one,福建 泉州,f,367,1687,831,736,"1,007","1,742","3,485"
8,4918820290691799,5209003899,23年07月02日 00:30,恭喜恭喜！,来自福建,4918851503918091,1,0,恭喜恭喜！,2451037722,暖心向阳AAAA,https://weibo.com/u/2451037722,日子不停 我也不停,其他,f,788,364,183,825,5,"4,843","5,673"
9,4918820290691799,5209003899,23年07月01日 23:33,恭喜！！！,来自福建,4918837051131783,1,0,恭喜！！！,5831068152,消灭泡泡巢,https://weibo.com/u/5831068152,,福建 泉州,f,231,925,1061,"2,238",5,"4,982","7,225"
