,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5037269597818174,7051157562,24年05月23日 23:26,林北大学什么梗？新建的？我只知道有个树兰中学,来自福建,5037336088019727,5,8,林北大学什么梗？新建的？我只知道有个树兰中学,1353743740,胜shine,https://weibo.com/u/1353743740,,其他,m,96,269,328,148,8,345,501
1,5037269597818174,7051157562,24年05月23日 22:56,"虽然但是  我也觉得那一届我的辅导员也是有病  我08级的<img alt=""[二哈]"" title=""[二哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/22/2018new_erha_org.png"" />",来自福建,5037328720463066,1,19,虽然但是  我也觉得那一届我的辅导员也是有病  我08级的[二哈],6406445484,就想披个马甲,https://weibo.com/u/6406445484,,其他,f,0,168,152,0,1,6,7
2,5037269597818174,7051157562,24年05月23日 21:43,"本来就是这样<img alt=""[太开心]"" title=""[太开心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/1e/2018new_taikaixin_org.png"" />",来自福建,5037310254776746,0,4,本来就是这样[太开心],6605048603,林清尘LQC,https://weibo.com/u/6605048603,惟天地之无穷兮,其他,m,55,75,36,106,2,188,296
3,5037269597818174,7051157562,24年05月23日 22:34,"林北喜欢的林北大学<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自福建,5037323022242201,0,7,林北喜欢的林北大学[笑cry],1845921632,解high人_Lucky,https://weibo.com/u/1845921632,耳朵借我。致爱给你。,重庆,f,148,593,8159,135,261,771,"1,167"
4,5037269597818174,7051157562,24年05月23日 21:58,"为什么没有福建农林大学<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自福建,5037314026245641,3,3,为什么没有福建农林大学[允悲],6077937465,再也不吃辣了en,https://weibo.com/u/6077937465,小妞,福建 福州,f,35,3424,474,314,0,216,530
5,5037269597818174,7051157562,24年05月24日 00:56,"林北大学居然只能赢厦大一点点，厦大还是蛮有实力的，继续加油吧<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自福建,5037358732280432,0,4,林北大学居然只能赢厦大一点点，厦大还是蛮有实力的，继续加油吧[doge],3764656481,4ever黄,https://weibo.com/u/3764656481,,福建 南平,m,13,73,23,0,0,7,7
6,5037269597818174,7051157562,24年05月24日 16:51,加1,来自福建,5037599213227066,0,0,加1,7076453590,shiiou1995,https://weibo.com/u/7076453590,Miku's devoted fan,其他,m,24,315,586,69,12,164,245
7,5037269597818174,7051157562,24年05月24日 10:41,"卧槽！怎么可以这么说啊<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" /><img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" /><img alt=""[费解]"" title=""[费解]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/2a/2018new_wenhao_org.png"" /><img alt=""[挤眼]"" title=""[挤眼]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/43/2018new_jiyan_org.png"" />",来自福建,5037505898350660,0,0,卧槽！怎么可以这么说啊[泪][泪][泪][笑cry][哈哈][费解][挤眼],3947326819,夜總會詩人-,https://weibo.com/u/3947326819,Freshly squeezed,福建 厦门,f,544,165,687,"1,354",14,"2,677","4,045"
8,5037269597818174,7051157562,24年05月24日 09:57,确实,来自福建,5037494966159019,0,0,确实,6235832072,温悦infinity,https://weibo.com/u/6235832072,"sorry, 暴雷大众雷点水产+💩团粉+lyn粉+🖐🏻🈷️天粉... 未完待续(重点讨厌粉丝不针对本人)",广东 深圳,f,59,690,894,"1,046",57,"4,235","5,338"
9,5037269597818174,7051157562,24年05月24日 09:07,"林北大学哈哈哈哈哈哈哈哈哈<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自福建,5037482473425238,0,0,林北大学哈哈哈哈哈哈哈哈哈[允悲][允悲][允悲][允悲][允悲],3839267766,大伟大伟_,https://weibo.com/u/3839267766,,其他,m,161,401,1502,162,17,137,316
10,5037269597818174,7051157562,24年05月24日 12:20,600分的垃圾。,来自福建,5037530897187331,0,0,600分的垃圾。,7922275082,用户7922275082,https://weibo.com/u/7922275082,,福建 三明,f,0,3,0,0,0,0,0
