,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5037248213419852,7799872068,24年05月23日 19:26,1 ,来自江西,5037275786248683,0,23,1 http://t.cn/A6HonEMU,7799872068,苏酿酿呀,https://weibo.com/u/7799872068,体育博主 微博原创视频博主,爱吃，厌蠢。,江西 上饶,f,149935,3197,5247,"96,417","70,846","2,027,019","2,194,282"
1,5037248213419852,7799872068,24年05月23日 17:46,2,来自江西,5037250460519213,0,3,2,7799872068,苏酿酿呀,https://weibo.com/u/7799872068,体育博主 微博原创视频博主,爱吃，厌蠢。,江西 上饶,f,149935,3197,5247,"96,417","70,846","2,027,019","2,194,282"
2,5037248213419852,7799872068,24年05月23日 17:45,1,来自江西,5037250439809811,0,2,1,7799872068,苏酿酿呀,https://weibo.com/u/7799872068,体育博主 微博原创视频博主,爱吃，厌蠢。,江西 上饶,f,149935,3197,5247,"96,417","70,846","2,027,019","2,194,282"
3,5037248213419852,7799872068,24年05月23日 18:02,个人观点，学校是不想有负面新闻，他们在保自己，而不是单纯的想保护那男的。,来自辽宁,5037254495437034,18,68,个人观点，学校是不想有负面新闻，他们在保自己，而不是单纯的想保护那男的。,5507596700,夏雨清风as,https://weibo.com/u/5507596700,,,香港 其他,f,43,69,101,11,2,40,53
4,5037248213419852,7799872068,24年05月23日 18:04,"家庭困难，正好送进去，包吃包住<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自福建,5037255137167001,5,260,家庭困难，正好送进去，包吃包住[doge],7147648062,用户m3174dhn8,https://weibo.com/u/7147648062,,镇魂,其他,m,2,145,2218,1,"5,517",9,"5,527"
5,5037248213419852,7799872068,24年05月23日 18:01,“怎么，我不如别人可怜，便该我让步!那这世道，难道是比谁可怜，谁就有理吗?”,来自福建,5037254418368482,1,57,“怎么，我不如别人可怜，便该我让步!那这世道，难道是比谁可怜，谁就有理吗?”,5306876507,树树树树567,https://weibo.com/u/5306876507,,,北京,f,113,310,1159,15,3,33,51
6,5037248213419852,7799872068,24年05月23日 18:50,辅导员和副院长应该被开除并记过。,来自浙江,5037266621176555,1,50,辅导员和副院长应该被开除并记过。,1937560037,今進精,https://weibo.com/u/1937560037,,Perseverance.,浙江 杭州,m,219,410,1159,919,44,188,"1,151"
7,5037248213419852,7799872068,24年05月23日 18:41,不可能家庭困难，真困难哪来的钱支撑他30岁再战高考,来自湖南,5037264343667263,0,9,不可能家庭困难，真困难哪来的钱支撑他30岁再战高考,5469594547,网很sSZzOo卡,https://weibo.com/u/5469594547,,自我介绍：靓女,其他,f,99,353,269,279,27,872,"1,178"
8,5037248213419852,7799872068,24年05月23日 19:12,30岁了？哈哈哈哈，老流氓这是,来自重庆,5037272196450551,0,10,30岁了？哈哈哈哈，老流氓这是,5260738183,少爷哒哒哒,https://weibo.com/u/5260738183,,,重庆 渝中区,f,69,1335,1769,61,6,909,976
9,5037248213419852,7799872068,24年05月23日 19:13,"出来了把辅导员按电梯摩擦一顿再说<img alt=""[怒]"" title=""[怒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f6/2018new_nu_org.png"" />",来自湖北,5037272523083015,0,8,出来了把辅导员按电梯摩擦一顿再说[怒],7672808674,梦想家-wy,https://weibo.com/u/7672808674,,,其他,m,41,222,134,88,3,339,430
10,5037248213419852,7799872068,24年05月23日 21:12,爱丁堡日常,来自广东,5037302416674064,0,0,爱丁堡日常,1995482395,心善行美_仔仔仔,https://weibo.com/u/1995482395,,鳄 鱼 猪 骨 粥 。,广东,m,984,503,2915,"4,158",380,518,"5,056"
11,5037248213419852,7799872068,24年05月23日 22:12,气得发抖！！,来自上海,5037317574626639,0,0,气得发抖！！,1898697157,marco滴麻麻,https://weibo.com/u/1898697157,,脾气不好,上海 黄浦区,f,1323,2626,4245,"2,818","1,111","2,489","6,418"
12,5037248213419852,7799872068,24年05月23日 19:07,我不是福大的我转！！！,来自福建,5037270933964985,0,3,我不是福大的我转！！！,5474835964,向编程低头,https://weibo.com/u/5474835964,,only,其他,f,81,767,3878,992,26,"1,167","2,185"
13,5037248213419852,7799872068,24年05月23日 18:35,辅导员是出生么,来自广东,5037262903708256,0,1,辅导员是出生么,6427662973,wellsaidthat,https://weibo.com/u/6427662973,,,其他,m,8,196,3,0,0,2,2
14,5037248213419852,7799872068,24年05月23日 18:10,"up🆙<img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" />",来自江苏,5037256653932115,0,1,up🆙[心],5798338417,T-yeah26,https://weibo.com/u/5798338417,,这周也要开心🤓,其他,f,4245,1155,1009,"6,531","1,301","14,308","22,140"
15,5037248213419852,7799872068,24年05月23日 18:03,up,来自广东,5037254924569252,0,0,up,7488351822,10包彩虹糖_T,https://weibo.com/u/7488351822,超话粉丝大咖（TEN超话）,你是什么味的彩虹糖？（生活+追星！,其他,f,73,209,3349,"2,602",105,"2,000","4,707"
