,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5037269838725810,1791058743,24年05月24日 00:00,版本t0太恐怖了,来自广东,5037344600099098,23,15,版本t0太恐怖了,7787559648,垃圾微博强制关注1372,https://weibo.com/u/7787559648,,其他,m,5,216,30,8,0,4,12
1,5037269838725810,1791058743,24年05月23日 23:09,不理解辅导员思路和立场，难道尊重客观事实和法律道德，为正义发声是什么大逆不道违反人伦的事吗,来自福建,5037331891623731,7,127,不理解辅导员思路和立场，难道尊重客观事实和法律道德，为正义发声是什么大逆不道违反人伦的事吗,6720193706,9600-10-08,https://weibo.com/u/6720193706,,贵州,f,8,203,5,0,0,20,20
2,5037269838725810,1791058743,24年05月23日 23:40,其实感觉按照流程解决也不会有现在舆论聚焦这么大的问题，越闹越大了不知道学校怎么想的，也不知道是不是受了猥亵者的好处什么的,来自福建,5037339657371824,9,52,其实感觉按照流程解决也不会有现在舆论聚焦这么大的问题，越闹越大了不知道学校怎么想的，也不知道是不是受了猥亵者的好处什么的,6136886182,墨忆白羽,https://weibo.com/u/6136886182,世界没有鸟宝就运行不下去了,其他,f,1,75,45,0,0,3,3
3,5037269838725810,1791058743,24年05月24日 01:13,福州大学是这样的,来自福建,5037363009161039,0,16,福州大学是这样的,5466937354,-_-_-_--_-_-_-_-_-_-_-_--_-_,https://weibo.com/u/5466937354,أفضل لاعب في العالم,福建 福州,m,67,32,44,403,3,180,586
4,5037269838725810,1791058743,24年05月24日 15:23,大学很多事都是和稀泥，你来硬的就好了，会闹的孩子有糖吃,来自福建,5037577067040339,0,10,大学很多事都是和稀泥，你来硬的就好了，会闹的孩子有糖吃,7758291000,白桦不语2002,https://weibo.com/u/7758291000,,其他,m,0,36,5,0,0,0,0
5,5037269838725810,1791058743,24年05月24日 07:29,居然没发酵起来,来自福建,5037457798859016,0,5,居然没发酵起来,1703500857,囚徒漫步,https://weibo.com/u/1703500857,我也许不完美，但我一直在做自己。,福建 厦门,m,1312,778,2187,"5,293",124,"1,765","7,182"
6,5037269838725810,1791058743,24年05月25日 07:56,"再次感谢不收之恩!<img alt=""[举手]"" title=""[举手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fd/2022_raisehand_org.png"" />",来自安徽,5037826993292103,0,1,再次感谢不收之恩![举手],6121469548,邓家的小邓,https://weibo.com/u/6121469548,,安徽 安庆,f,40,104,109,119,10,147,276
7,5037269838725810,1791058743,24年05月31日 19:59,校方不出来走两步吗？ ,来自浙江,5040183215129281,0,1,校方不出来走两步吗？ http://t.cn/A6HT0Ua7,5161693967,什奥哥各级,https://weibo.com/u/5161693967,皇汉一律当精日，性别叙事一律当敌特,浙江,m,44,265,79,32,29,57,118
8,5037269838725810,1791058743,24年05月24日 09:41,顶,来自福建,5037491023516392,0,0,顶,7387342995,花洲有客栈_,https://weibo.com/u/7387342995,,福建 福州,f,7,611,636,2,0,63,65
9,5037269838725810,1791058743,24年05月23日 22:23,学校的做法和处理方式真的让所有学生寒心,来自福建,5037320305118784,0,5,学校的做法和处理方式真的让所有学生寒心,6653198112,摆渡198304,https://weibo.com/u/6653198112,,其他,f,1,86,1,0,0,0,0
10,5037269838725810,1791058743,24年05月24日 00:52,如果这个男的是来自非洲或中东的留学生，会咋样？,来自江苏,5037357872974105,10,3,如果这个男的是来自非洲或中东的留学生，会咋样？,5524364015,用户5524364015,https://weibo.com/u/5524364015,,其他,m,1,105,304,9,0,5,14
11,5037269838725810,1791058743,24年05月26日 16:19,"之前也有一起，同学和辅导员一起欺负学生，导致被欺负的学生折磨了五年半，那学生投诉复查到现在都没收到回复，现在还在网上发声。后面我又看到一起在法学院的也是辅导员包庇霸凌者，也在网上发声。其中一个是<a href=/n/123我不会放弃的呀 usercard=""name=@123我不会放弃的呀"">@123我不会放弃的呀</a> 还有一个忘了",来自广东,5038315969185189,0,1,之前也有一起，同学和辅导员一起欺负学生，导致被欺负的学生折磨了五年半，那学生投诉复查到现在都没收到回复，现在还在网上发声。后面我又看到一起在法学院的也是辅导员包庇霸凌者，也在网上发声。其中一个是@123我不会放弃的呀 还有一个忘了,7743548174,夏梦下,https://weibo.com/u/7743548174,,其他,m,3,139,230,15,10,43,68
12,5037269838725810,1791058743,24年05月24日 01:33,但凡脑子正常点都会好好处理吧,来自福建,5037368042324238,0,0,但凡脑子正常点都会好好处理吧,7184341366,久巷伴猫,https://weibo.com/u/7184341366,,广西,f,3,55,16,4,1,5,10
