,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,4887795985023453,5971773887,24年05月26日 15:05,可以辅导专业课吗,来自江西,5038297160354309,2,0,可以辅导专业课吗,6333616152,抹茶麻薯团子a,https://weibo.com/u/6333616152,,山东,f,147,86,1,0,0,4,4,
1,4887795985023453,5971773887,23年04月07日 08:43,"求<img alt=""[爱你]"" title=""[爱你]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f6/2018new_aini_org.png"" /><img alt=""[爱你]"" title=""[爱你]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f6/2018new_aini_org.png"" />",来自福建,4887810119566975,2,0,求[爱你][爱你],5846290510,红烧渣牛,https://weibo.com/u/5846290510,没啥可介绍的,福建,f,5,110,3,0,0,3,3,
2,4887795985023453,5971773887,24年06月24日 17:06,可辅导846初试嘛,来自河南,5048836871688323,1,0,可辅导846初试嘛,7909683713,星星1y1,https://weibo.com/u/7909683713,,其他,f,84,33,0,0,0,0,0,
3,4887795985023453,5971773887,23年04月14日 20:39,你好 请问出复试资料吗,来自重庆,4890527143038622,1,0,你好 请问出复试资料吗,5676286301,鱼里鱼7_,https://weibo.com/u/5676286301,绝对的服从,重庆,f,150,173,1232,694,5,471,"1,170",
4,4887795985023453,5971773887,23年04月07日 15:38,还有其他公共课资料可关注xhs：大步向前走吖,来自浙江,4887914646081124,0,0,还有其他公共课资料可关注xhs：大步向前走吖,5971773887,奶黄贝果_,https://weibo.com/u/5971773887,未来的模样,福建 泉州,f,186,340,210,200,1,317,518,
5,4887795985023453,5971773887,23年10月28日 19:45,"求<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自重庆,4961903753300188,3,0,求[泪][泪][泪],7629766098,桓宝5776,https://weibo.com/u/7629766098,,其他,m,1,8,0,0,0,0,0,
6,4887795985023453,5971773887,23年06月20日 23:47,有偿求,来自安徽,4914854340856142,1,0,有偿求,5596431966,吉布斯也想睡觉睡觉,https://weibo.com/u/5596431966,爱好所有有趣的事情，不辜负任何对自己好的人，,安徽 宿州,m,4,33,25,0,0,14,14,
7,4887795985023453,5971773887,23年04月07日 08:39,"求<img alt=""[送花花]"" title=""[送花花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/cb/2022_Flowers_org.png"" />",来自河南,4887809007289252,3,0,求[送花花],7616106996,EmmA77097,https://weibo.com/u/7616106996,我的小世界,其他,f,5,3,73,10,0,8,18,
8,4887795985023453,5971773887,24年02月04日 22:21,求辅导846，已私信,来自甘肃,4997819556956355,0,0,求辅导846，已私信,2384931231,蝶飞飘絮,https://weibo.com/u/2384931231,,其他,f,1456,12002,61,,,,,
9,4887795985023453,5971773887,23年04月07日 07:47,"你好，你感兴趣的“福州大学考研”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; <a target=""_blank"" href=""https://weibo.com/p/100808f88096b160bbfdbc1f3865cd93ebdb33""><img class=""icon-link"" title=""#福州大学考研[超话]#"" src=""https://h5.sinaimg.cn/upload/100/959/2020/05/09/timeline_card_small_super_default.png""/>福州大学考研超话</a>",,4887795984762871,0,0,你好，你感兴趣的“福州大学考研”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> #福州大学考研[超话]#,5878659096,超话社区,https://weibo.com/u/5878659096,,北京,m,237742259,1720,27051,"2,912,301","5,990,786","57,364,835","66,267,922",超话社区官方微博
10,4887795985023453,5971773887,23年07月07日 14:35,你好，请问可以接初试辅导吗，求私,来自湖南,4920876115432610,0,0,你好，请问可以接初试辅导吗，求私,5909142471,nihengtebie,https://weibo.com/u/5909142471,,湖南 长沙,m,499,184,1,0,0,0,0,
