,comments_level_1_mid,main_body_uid,发布时间,处理内容,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,4541042214576351,1146073467,20年08月28日 11:03,"回复<a href=/n/不吃猫的鱼儿666 usercard=""name=@不吃猫的鱼儿666"">@不吃猫的鱼儿666</a>:不知道谁没素质，不知道谁先骂的谁<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />您是眼睛进屎了吧哈哈哈，工厂妹一个，哪来的底气骂人玩儿双标<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",4542852186768866,0,回复@不吃猫的鱼儿666:不知道谁没素质，不知道谁先骂的谁[doge]您是眼睛进屎了吧哈哈哈，工厂妹一个，哪来的底气骂人玩儿双标[doge],7410303283,重拳出击老东西,https://weibo.com/u/7410303283,当然也爱猫猫狗狗，只不过，多点理性去待人，待事。,其他,f,2,28,9,39,6,158,203
1,4541042214576351,1146073467,20年08月28日 11:02,"回复<a href=/n/重拳出击老东西 usercard=""name=@重拳出击老东西"">@重拳出击老东西</a>:可别给我发信息了，烦死了，都懒得回你这种没素质的人，跟没受过教育似的，有时间多读读书，处处显得没文化",4542851789371530,0,回复@重拳出击老东西:可别给我发信息了，烦死了，都懒得回你这种没素质的人，跟没受过教育似的，有时间多读读书，处处显得没文化,6165344554,不吃猫的鱼儿666,https://weibo.com/u/6165344554,,广东 深圳,f,1,240,1,0,0,0,0
2,4541042214576351,1146073467,20年08月28日 10:52,"回复<a href=/n/不吃猫的鱼儿666 usercard=""name=@不吃猫的鱼儿666"">@不吃猫的鱼儿666</a>:希望你被砸出浆<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />盒盒盒",4542849305032509,0,回复@不吃猫的鱼儿666:希望你被砸出浆[doge]盒盒盒,7410303283,重拳出击老东西,https://weibo.com/u/7410303283,当然也爱猫猫狗狗，只不过，多点理性去待人，待事。,其他,f,2,28,9,39,6,158,203
3,4541042214576351,1146073467,20年08月28日 10:40,"回复<a href=/n/重拳出击老东西 usercard=""name=@重拳出击老东西"">@重拳出击老东西</a>:如果我现在超过45公斤我出门被砸，如果不到45公斤你出门被砸，你敢打赌吗？懒得和你杠",4542846452895975,0,回复@重拳出击老东西:如果我现在超过45公斤我出门被砸，如果不到45公斤你出门被砸，你敢打赌吗？懒得和你杠,6165344554,不吃猫的鱼儿666,https://weibo.com/u/6165344554,,广东 深圳,f,1,240,1,0,0,0,0
4,4541042214576351,1146073467,20年08月24日 13:32,"回复<a href=/n/不吃猫的鱼儿666 usercard=""name=@不吃猫的鱼儿666"">@不吃猫的鱼儿666</a>:姐姐造肉的能力可是不一般呢，素食主义者居然长成100斤的大墩头<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",4541440007350081,0,回复@不吃猫的鱼儿666:姐姐造肉的能力可是不一般呢，素食主义者居然长成100斤的大墩头[doge],7410303283,重拳出击老东西,https://weibo.com/u/7410303283,当然也爱猫猫狗狗，只不过，多点理性去待人，待事。,其他,f,2,28,9,39,6,158,203
5,4541042214576351,1146073467,20年08月24日 13:21,"回复<a href=/n/重拳出击老东西 usercard=""name=@重拳出击老东西"">@重拳出击老东西</a>:你还真说对了，本姐姐是素食主义者",4541437246717362,0,回复@重拳出击老东西:你还真说对了，本姐姐是素食主义者,6165344554,不吃猫的鱼儿666,https://weibo.com/u/6165344554,,广东 深圳,f,1,240,1,0,0,0,0
6,4541042214576351,1146073467,20年08月24日 12:44,"回复<a href=/n/不吃猫的鱼儿666 usercard=""name=@不吃猫的鱼儿666"">@不吃猫的鱼儿666</a>:你不吃肉吗姐妹<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />所以狗权=人权是吗<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",4541427965239771,0,回复@不吃猫的鱼儿666:你不吃肉吗姐妹[doge]所以狗权=人权是吗[doge],7410303283,重拳出击老东西,https://weibo.com/u/7410303283,当然也爱猫猫狗狗，只不过，多点理性去待人，待事。,其他,f,2,28,9,39,6,158,203
7,4541042214576351,1146073467,20年08月23日 14:49,"回复<a href=/n/快快乐乐的小同学 usercard=""name=@快快乐乐的小同学"">@快快乐乐的小同学</a>:都是生命，有什么不能比，这个地球只是人类的吗，受过良好教育的人都知道尊重生命，顺便解释一下生命这个词你百度一下，不单单指人的姓名",4541097164151017,0,回复@快快乐乐的小同学:都是生命，有什么不能比，这个地球只是人类的吗，受过良好教育的人都知道尊重生命，顺便解释一下生命这个词你百度一下，不单单指人的姓名,6165344554,不吃猫的鱼儿666,https://weibo.com/u/6165344554,,广东 深圳,f,1,240,1,0,0,0,0
8,4541042214576351,1146073467,20年08月23日 12:14,"回复<a href=/n/快快乐乐的小同学 usercard=""name=@快快乐乐的小同学"">@快快乐乐的小同学</a>:你的三观也是扭曲吧，还说别人有病。全家有病才教养出你这种三观的人。真是替社会感到悲哀<img alt=""[微笑]"" title=""[微笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e3/2018new_weixioa02_org.png"" />",4541057943737063,0,回复@快快乐乐的小同学:你的三观也是扭曲吧，还说别人有病。全家有病才教养出你这种三观的人。真是替社会感到悲哀[微笑],7453446777,凝露有只,https://weibo.com/u/7453446777,,其他,f,1,9,1,0,0,0,0
9,4541042214576351,1146073467,20年08月23日 12:00,"回复<a href=/n/快快乐乐的小同学 usercard=""name=@快快乐乐的小同学"">@快快乐乐的小同学</a>:不知道你在扯别的干什么，说的是虐待动物！如果你硬要这么强词夺理。我只能说你个他是一类人。物以类聚，那你要觉得虐狗杀人都对，那你就对吧。我不想和三观不正的人说了，点我身份。只能说，你们这样的人，只配当社会最底层的垃圾<img alt=""[微笑]"" title=""[微笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e3/2018new_weixioa02_org.png"" />",4541054613455569,0,回复@快快乐乐的小同学:不知道你在扯别的干什么，说的是虐待动物！如果你硬要这么强词夺理。我只能说你个他是一类人。物以类聚，那你要觉得虐狗杀人都对，那你就对吧。我不想和三观不正的人说了，点我身份。只能说，你们这样的人，只配当社会最底层的垃圾[微笑],1792904042,Hester_0227,https://weibo.com/u/1792904042,剧场里的戏，什么都是假的，只有观众是真的；人生的戏，什么都是真的，只有观众是假的。,福建 厦门,f,644,493,3683,"5,219",485,"3,194","8,898"
10,4541042214576351,1146073467,20年08月23日 11:51,"回复<a href=/n/快快乐乐的小同学 usercard=""name=@快快乐乐的小同学"">@快快乐乐的小同学</a>:所以不录取他，他再去考其他学校啊，他有这个权利，他也有权利去虐待任何人的狗，还有权利家暴，直到杀人被关进去，然后放出来他还是有权利接受再教育呢",4541052277493522,0,回复@快快乐乐的小同学:所以不录取他，他再去考其他学校啊，他有这个权利，他也有权利去虐待任何人的狗，还有权利家暴，直到杀人被关进去，然后放出来他还是有权利接受再教育呢,1792904042,Hester_0227,https://weibo.com/u/1792904042,剧场里的戏，什么都是假的，只有观众是真的；人生的戏，什么都是真的，只有观众是假的。,福建 厦门,f,644,493,3683,"5,219",485,"3,194","8,898"
11,4541042214576351,1146073467,20年08月23日 11:49,"回复<a href=/n/快快乐乐的小同学 usercard=""name=@快快乐乐的小同学"">@快快乐乐的小同学</a>:国内也开除好多个了。所以国内学校也挺可笑对吧",4541051768936208,0,回复@快快乐乐的小同学:国内也开除好多个了。所以国内学校也挺可笑对吧,1792904042,Hester_0227,https://weibo.com/u/1792904042,剧场里的戏，什么都是假的，只有观众是真的；人生的戏，什么都是真的，只有观众是假的。,福建 厦门,f,644,493,3683,"5,219",485,"3,194","8,898"
12,4541042214576351,1146073467,20年08月23日 11:47,"回复<a href=/n/快快乐乐的小同学 usercard=""name=@快快乐乐的小同学"">@快快乐乐的小同学</a>:你读过书吗？阅读理解有问题吗？意思是都是违法犯罪，如果觉得都走法律，就不要双标，人和宠物都是生命。他这种，在国外哪所学校不开除他。网友既然声讨杀人犯，为什么不能声讨损害他人财产，如果他说别人不行，那也请他不要来微博开庭。",4541051253042504,0,回复@快快乐乐的小同学:你读过书吗？阅读理解有问题吗？意思是都是违法犯罪，如果觉得都走法律，就不要双标，人和宠物都是生命。他这种，在国外哪所学校不开除他。网友既然声讨杀人犯，为什么不能声讨损害他人财产，如果他说别人不行，那也请他不要来微博开庭。,1792904042,Hester_0227,https://weibo.com/u/1792904042,剧场里的戏，什么都是假的，只有观众是真的；人生的戏，什么都是真的，只有观众是假的。,福建 厦门,f,644,493,3683,"5,219",485,"3,194","8,898"
13,4541042214576351,1146073467,20年08月23日 11:43,"回复<a href=/n/快快乐乐的小同学 usercard=""name=@快快乐乐的小同学"">@快快乐乐的小同学</a>:所以网友也没要他命啊，只是呼吁学校取消录取品德不行的人，何况福大招生简章里第二条就要求品德过关。虽然福大倒霉，但是提前知道，还没正式录取也是一大幸事。",4541050326365019,1,回复@快快乐乐的小同学:所以网友也没要他命啊，只是呼吁学校取消录取品德不行的人，何况福大招生简章里第二条就要求品德过关。虽然福大倒霉，但是提前知道，还没正式录取也是一大幸事。,1792904042,Hester_0227,https://weibo.com/u/1792904042,剧场里的戏，什么都是假的，只有观众是真的；人生的戏，什么都是真的，只有观众是假的。,福建 厦门,f,644,493,3683,"5,219",485,"3,194","8,898"
14,4541042214576351,1146073467,20年08月23日 11:41,"回复<a href=/n/快快乐乐的小同学 usercard=""name=@快快乐乐的小同学"">@快快乐乐的小同学</a>:狗是别人家的财产！都是违法行为！违法犯罪还分谁错的多？何况这只狗是宠物，不是养来肉食的，即便是肉食的也会先虐待再杀吗？按他的逻辑都是微博法院，都是网暴，所以都由法律解决不行吗？双标就太低级了。",4541049759867617,0,回复@快快乐乐的小同学:狗是别人家的财产！都是违法行为！违法犯罪还分谁错的多？何况这只狗是宠物，不是养来肉食的，即便是肉食的也会先虐待再杀吗？按他的逻辑都是微博法院，都是网暴，所以都由法律解决不行吗？双标就太低级了。,1792904042,Hester_0227,https://weibo.com/u/1792904042,剧场里的戏，什么都是假的，只有观众是真的；人生的戏，什么都是真的，只有观众是假的。,福建 厦门,f,644,493,3683,"5,219",485,"3,194","8,898"
